parameter_set_id,name,module,country_id,scenario_id,policy_id,regime_code,value_type,unit,baseline_value,low_value,high_value,support_type,source_id,formula_id,distribution,truncation_rule,primary_spec_flag,robustness_flag,stress_flag,double_counting_risk,double_counting_note,audit_status,notes,is_lac_fallback,assumption_id,dataset_version,build_id,created_at,created_by_script
baseline-official-v1,Gap_excluded_indicators,adoption_translation,MEX,,,,observed,index_0_to_1,0.3512321314632644,0.0,1.0,official_4c_country_specific,ITU_DATAHUB;OOKLA_SPEEDTEST_OPEN_DATA;IMF_AIPI_NOTE_COMPONENTS,"gap_index = 1 - average(normalized LTE coverage, fixed speed, mobile speed); excluded indicators verified against AIPI note",fixed_observed,0_to_1,True,False,False,none,"gap_index = 1 - average(normalized LTE coverage, fixed speed, mobile speed); excluded indicators verified against AIPI note",registered,"gap_index = 1 - average(normalized LTE coverage, fixed speed, mobile speed); excluded indicators verified against AIPI note",False,A4A_MEX_GAP_EXCLUDED_INDICATORS,v1.0.1-official-4c,v1.0.1-official-4c-anchors-20260709T110732Z,2026-07-09T11:07:41.681995+00:00,build_official_4c_anchors.py
baseline-official-v1,I_adopt_informality,adoption_translation,MEX,,,,observed,share,0.50592,0.0,1.0,official_4c_country_specific,ILOSTAT,country-specific informality anchor,fixed_observed,0_to_1,True,False,False,none,none,registered,country-specific informality anchor,False,A4A_MEX_I_ADOPT_INFORMALITY,v1.0.1-official-4c,v1.0.1-official-4c-anchors-20260709T110732Z,2026-07-09T11:07:41.681995+00:00,build_official_4c_anchors.py
baseline-official-v1,q_use_target,adoption_translation,MEX,,,,calibrated_parameter,share,0.11983908235817226,0.08388735765072057,0.15579080706562393,official_4c_country_specific,FRONTIER_BENCHMARK;IMF_AIPI_DATA360,OECD-Eurostat benchmark adoption average scaled by country AIPI relative to benchmark AIPI; support +/-30%.,bounded_PERT,0_to_1,True,False,False,none,none,registered,OECD-Eurostat benchmark adoption average scaled by country AIPI relative to benchmark AIPI; support +/-30%.,False,A4A_MEX_Q_USE_TARGET,v1.0.1-official-4c,v1.0.1-official-4c-anchors-20260709T110732Z,2026-07-09T11:07:41.681995+00:00,build_official_4c_anchors.py
baseline-official-v1,q_bar,adoption_translation,MEX,,,,derived_parameter,share,0.5714239342683678,0.3571359014025517,0.7857119671341839,official_4c_country_specific,PAPER_ADOPTION_MODULE,1 - omega_I*I - omega_G*Gap,derived_bounded_PERT,0_to_1,True,False,False,none,none,registered,1 - omega_I*I - omega_G*Gap,False,A4A_MEX_Q_BAR,v1.0.1-official-4c,v1.0.1-official-4c-anchors-20260709T110732Z,2026-07-09T11:07:41.681995+00:00,build_official_4c_anchors.py
baseline-official-v1,q_use_target_adj,adoption_translation,MEX,,,,derived_parameter,share,0.11983908235817226,0.08388735765072057,0.15579080706562393,official_4c_country_specific,PLAN_02_SEC_7_3,Target projected to interior support,derived_bounded_PERT,0_to_1,True,False,False,none,none,registered,Target projected to interior support,False,A4A_MEX_Q_USE_TARGET_ADJ,v1.0.1-official-4c,v1.0.1-official-4c-anchors-20260709T110732Z,2026-07-09T11:07:41.681995+00:00,build_official_4c_anchors.py
baseline-official-v1,q_prod_t0,adoption_translation,MEX,,,,derived_parameter,share,0.11983908235817226,0.08388735765072057,0.15579080706562393,official_4c_country_specific,PLAN_02_SEC_7_3,Initial condition q_prod_t0=q_use_target_adj,derived_bounded_PERT,0_to_1,True,False,False,none,none,registered,Initial condition q_prod_t0=q_use_target_adj,False,A4A_MEX_Q_PROD_T0,v1.0.1-official-4c,v1.0.1-official-4c-anchors-20260709T110732Z,2026-07-09T11:07:41.681995+00:00,build_official_4c_anchors.py
baseline-official-v1,mu_t0_derived_not_free,adoption_translation,MEX,,,,derived_parameter,unitless,-1.4300813603093334,-1.4300813603093334,-1.4300813603093334,official_4c_country_specific,PLAN_02_SEC_7_3,"Derived by logit inversion; primitive is q_use_target, not mu",fixed_derived,declared,True,False,False,none,none,registered,"Derived by logit inversion; primitive is q_use_target, not mu",False,A4A_MEX_MU_T0_DERIVED_NOT_FREE,v1.0.1-official-4c,v1.0.1-official-4c-anchors-20260709T110732Z,2026-07-09T11:07:41.681995+00:00,build_official_4c_anchors.py
baseline-official-v1,labor_share,fiscal_channels,MEX,,,,observed,share,0.3602636754512787,0.3602636754512787,0.3602636754512787,official_4c_country_specific,PWT_10_01,country-specific PWT labsh,fixed_observed,0_to_1,True,False,False,none,none,registered,country-specific PWT labsh,False,A4A_MEX_LABOR_SHARE,v1.0.1-official-4c,v1.0.1-official-4c-anchors-20260709T110732Z,2026-07-09T11:07:41.681995+00:00,build_official_4c_anchors.py
baseline-official-v1,tau_L_eff,fiscal_channels,MEX,,,,derived_parameter,effective_tax_rate,0.17874025728691667,0.0,1.0,official_4c_country_specific,OECD_REVSTAT_LAC;PWT_10_01,(PIT_GDP+social_contrib_GDP)/labor_share_GDP,fixed_derived,0_to_1,True,False,False,none,none,registered,(PIT_GDP+social_contrib_GDP)/labor_share_GDP,False,A4A_MEX_TAU_L_EFF,v1.0.1-official-4c,v1.0.1-official-4c-anchors-20260709T110732Z,2026-07-09T11:07:41.681995+00:00,build_official_4c_anchors.py
baseline-official-v1,tau_K_eff,fiscal_channels,MEX,,,,derived_parameter,effective_tax_rate,0.0585849305740002,0.0,1.0,official_4c_country_specific,OECD_REVSTAT_LAC;PWT_10_01,CIT_GDP/(1-labor_share),fixed_derived,0_to_1,True,False,False,none,none,registered,CIT_GDP/(1-labor_share),False,A4A_MEX_TAU_K_EFF,v1.0.1-official-4c,v1.0.1-official-4c-anchors-20260709T110732Z,2026-07-09T11:07:41.681995+00:00,build_official_4c_anchors.py
baseline-official-v1,tau_C_eff,fiscal_channels,MEX,,,,derived_parameter,effective_tax_rate,0.05044454280782222,0.0,1.0,official_4c_country_specific,OECD_REVSTAT_LAC;WDI,VAT_GDP/final_consumption_GDP_share,fixed_derived,0_to_1,True,False,False,none,none,registered,VAT_GDP/final_consumption_GDP_share,False,A4A_MEX_TAU_C_EFF,v1.0.1-official-4c,v1.0.1-official-4c-anchors-20260709T110732Z,2026-07-09T11:07:41.681995+00:00,build_official_4c_anchors.py
baseline-official-v1,E_prod,fiscal_channels_labor,MEX,,,,calibrated_parameter,share_of_tasks_or_employment,0.11,0.08,0.14,official_4c_country_specific,PLAN_01_02,LAC fallback; is_lac_fallback=TRUE for official 4C until country occupation exposure is available.,bounded_PERT,declared,True,False,False,none,none,registered,LAC fallback; is_lac_fallback=TRUE for official 4C until country occupation exposure is available.,True,A4A_MEX_E_PROD,v1.0.1-official-4c,v1.0.1-official-4c-anchors-20260709T110732Z,2026-07-09T11:07:41.681995+00:00,build_official_4c_anchors.py
baseline-official-v1,E_auto,fiscal_channels_labor,MEX,,,,calibrated_parameter,share_of_tasks_or_employment,0.035,0.02,0.05,official_4c_country_specific,PAPER_LAC_AUTOMATION_RISK_ANCHOR,LAC automation-risk anchor.,bounded_PERT,declared,True,False,False,none,none,registered,LAC automation-risk anchor.,True,A4A_MEX_E_AUTO,v1.0.1-official-4c,v1.0.1-official-4c-anchors-20260709T110732Z,2026-07-09T11:07:41.681995+00:00,build_official_4c_anchors.py
baseline-official-v1,m_M,fiscal_channels_consumption,MEX,,,,derived_parameter,share,0.4634474210605287,0.4634474210605287,0.4634474210605287,official_4c_country_specific,WDI,"imports_GDP_share/final_consumption_GDP_share capped [0,1]",fixed_derived,0_to_1,True,False,False,none,none,registered,"imports_GDP_share/final_consumption_GDP_share capped [0,1]",False,A4A_MEX_M_M,v1.0.1-official-4c,v1.0.1-official-4c-anchors-20260709T110732Z,2026-07-09T11:07:41.681995+00:00,build_official_4c_anchors.py
baseline-official-v1,theta_R_dom,fiscal_channels_consumption,MEX,,,,derived_parameter,share,0.5365525789394713,0.5365525789394713,0.5365525789394713,official_4c_country_specific,WDI;AUTHOR_CONVENTION_4A,theta_R_dom anchored to (1-m_M) by author-review convention.,fixed_derived,0_to_1,True,False,False,none,none,registered,theta_R_dom anchored to (1-m_M) by author-review convention.,False,A4A_MEX_THETA_R_DOM,v1.0.1-official-4c,v1.0.1-official-4c-anchors-20260709T110732Z,2026-07-09T11:07:41.681995+00:00,build_official_4c_anchors.py
baseline-official-v1,tau_available_frozen_r0_note,fiscal_channels_consumption,MEX,,,,calibrated_parameter,flag,1.0,1.0,1.0,official_4c_country_specific,AUTHOR_CONVENTION_4A,Disposable tax rates are frozen at r0 in the consumption chain; favorable second-order bias for r>=1 is declared.,fixed_note,declared,True,False,False,none,none,registered,Disposable tax rates are frozen at r0 in the consumption chain; favorable second-order bias for r>=1 is declared.,False,A4A_MEX_TAU_AVAILABLE_FROZEN_R0_NOTE,v1.0.1-official-4c,v1.0.1-official-4c-anchors-20260709T110732Z,2026-07-09T11:07:41.681995+00:00,build_official_4c_anchors.py
