parameter_set_id,assumption_id,parameter_name,country_id,policy_id,scenario_id,regime_id,parameter_value,distribution,draw_rule,notes
baseline-official-v2,OFFICIAL_V2_tau_AI_eff_r4_GLOBAL___r4,tau_AI_eff_r4,,,,r4,0.08,bounded_PERT,declared,Status quo and non-rent regimes have zero AI rent capture.
baseline-official-v2,OFFICIAL_V2_tau_C_relative_delta_r4_GLOBAL___r4,tau_C_relative_delta_r4,,,,r4,0.25,bounded_PERT,declared,Mechanical reform-regime delta for pre-run calibration; no behavioral result is computed here.
baseline-official-v2,OFFICIAL_V2_tau_K_relative_delta_r4_GLOBAL___r4,tau_K_relative_delta_r4,,,,r4,0.25,bounded_PERT,declared,Mechanical reform-regime delta for pre-run calibration; no behavioral result is computed here.
baseline-official-v2,OFFICIAL_V2_tau_L_relative_delta_r4_GLOBAL___r4,tau_L_relative_delta_r4,,,,r4,0.25,bounded_PERT,declared,Mechanical reform-regime delta for pre-run calibration; no behavioral result is computed here.
baseline-official-v2,OFFICIAL_V2_frontier_benchmark_avg_adoption_proxy_GLOBAL___,frontier_benchmark_avg_adoption_proxy,,,,,0.1517625,fixed_observed_average,declared,Used only to calibrate q_use_target prior and document benchmark choice; s_frontier_score is computed in 3B.
baseline-official-v2,OFFICIAL_V2_frontier_benchmark_avg_aipi_GLOBAL___,frontier_benchmark_avg_aipi,,,,,0.6734721666666669,fixed_observed_average,0_to_1,Population-consistency scalar for q_use_target prior.
baseline-official-v2,OFFICIAL_V2_frontier_benchmark_member_count_GLOBAL___,frontier_benchmark_member_count,,,,,24.0,fixed,declared,Benchmark chosen as OECD/advanced Eurostat economies available in isoc_eb_ai because phi_mid is disciplined by OECD micro-to-macro evidence.
baseline-official-v2,OFFICIAL_V2_I_ceiling_informality_PER___,I_ceiling_informality,PER,,,,0.6746800000000001,bounded_PERT,0_to_1,Same observed informality used for adoption ceiling.
baseline-official-v2,OFFICIAL_V2_LS_labor_share_PER___,LS_labor_share,PER,,,,0.447212278842926,fixed,0_to_1,PWT labor share carried forward to 2024.
baseline-official-v2,OFFICIAL_V2_E_aug_PER___,E_aug,PER,,,,0.11,bounded_PERT,0_to_1,No automation/augmentation split in snapshot; augmentation uses LAC productive-exposure fallback.
baseline-official-v2,OFFICIAL_V2_RST_PER___,RST,PER,,,,0.39759036144578314,bounded_PERT,0_to_1,"RST proxy uses AIPI human_capital_labor residualized on total AIPI over the international AIPI sample, then percentile-ranked."
baseline-official-v2,OFFICIAL_V2_tau_L_disp_PER___,tau_L_disp,PER,,,,0.0804966095753286,fixed,0_to_1,Disposable labor rate frozen at r0 observed effective labor rate.
baseline-official-v2,OFFICIAL_V2_tau_K_disp_PER___,tau_K_disp,PER,,,,0.0679185390505772,fixed,0_to_1,Disposable capital rate frozen at r0 observed effective capital rate.
baseline-official-v2,OFFICIAL_V2_tau_C_disp_PER___,tau_C_disp,PER,,,,0.08476226759934355,fixed,0_to_1,"Observed consumption effective tax rate; MFC uses regime-indexed rate, disposable chain freezes r0."
baseline-official-v2,OFFICIAL_V2_mpc_W_PER___,mpc_W,PER,,,,0.7418444417661,bounded_PERT,0_to_1,Final-consumption/GDP share as transparent proxy for labor-income MPC.
baseline-official-v2,OFFICIAL_V2_mpc_Pi_PER___,mpc_Pi,PER,,,,0.37092222088305,bounded_PERT,0_to_1,Profit-income MPC proxy set below labor-income proxy.
baseline-official-v2,OFFICIAL_V2_mpc_R_PER___,mpc_R,PER,,,,0.556383331324575,bounded_PERT,0_to_1,Residual-income MPC proxy between labor and profit proxies.
baseline-official-v2,OFFICIAL_V2_sPB_plus_gdp_ratio_PER___,sPB_plus_gdp_ratio,PER,,,,0.007106971419037426,fixed,declared,"max(0,-pb_gap_gdp_pp)/100 because anchor stores IMF percent-of-GDP values in percentage points."
baseline-official-v2,OFFICIAL_V2_beta_translation_PER___,beta_translation,PER,,,,1.0,bounded_PERT,declared,"Baseline unit elasticity; sensitivity grid {0.5,1,1.5,2}."
baseline-official-v2,OFFICIAL_V2_gamma_translation_PER___,gamma_translation,PER,,,,1.0,bounded_PERT,declared,"Baseline unit elasticity; sensitivity grid {0.5,1,1.5,2}."
baseline-official-v2,OFFICIAL_V2_epsilon_PER___,epsilon,PER,,,,1e-09,fixed,declared,Frozen numerical floor for support checks and de-flooring.
baseline-official-v2,OFFICIAL_V2_epsilon_mu_PER___,epsilon_mu,PER,,,,1e-06,fixed,declared,Frozen logit inversion floor; q_use_target_adj is projected to interior support.
baseline-official-v2,OFFICIAL_V2_lambda_q_baseline_mid_PER___,lambda_q_baseline_mid,PER,,,,0.3,bounded_PERT,declared,"Baseline diffusion-speed grid {0.15,0.30,0.50}; frozen baseline keeps q_prod at anchor."
baseline-official-v2,OFFICIAL_V2_lambda_q_stress_instant_PER___,lambda_q_stress_instant,PER,,,,1.0,fixed,declared,"Instant-adoption stress only, not baseline primary."
baseline-official-v2,OFFICIAL_V2_nu_A_PER___,nu_A,PER,,,,1.0,bounded_PERT,declared,Preparedness coefficient; inert in frozen baseline because mu is inverted to target.
baseline-official-v2,OFFICIAL_V2_nu_I_PER___,nu_I,PER,,,,0.5,bounded_PERT,declared,Informality coefficient; inert in frozen baseline because mu is inverted to target.
baseline-official-v2,OFFICIAL_V2_nu_G_PER___,nu_G,PER,,,,0.5,bounded_PERT,declared,Gap coefficient; inert in frozen baseline because mu is inverted to target.
baseline-official-v2,OFFICIAL_V2_omega_I_PER___,omega_I,PER,,,,0.5,bounded_PERT,declared,Informality ceiling penalty; omega_I<1 is the paper economic restriction.
baseline-official-v2,OFFICIAL_V2_omega_G_PER___,omega_G,PER,,,,0.5,bounded_PERT,declared,"Digital-gap ceiling penalty, now based on excluded coverage+speed Gap."
baseline-official-v2,OFFICIAL_V2_delta_s_PER___,delta_s,PER,,,,0.5,bounded_PERT,declared,"Automation pressure grid {0.25,0.50,1.00}."
baseline-official-v2,OFFICIAL_V2_psi_s_PER___,psi_s,PER,,,,0.5,bounded_PERT,declared,"Augmentation pressure grid {0.25,0.50,1.00}."
baseline-official-v2,OFFICIAL_V2_zeta_s_PER___,zeta_s,PER,,,,0.5,bounded_PERT,declared,"Reskilling mitigation grid {0.25,0.50,1.00}; engine enforces zeta*RST through the weight formula."
baseline-official-v2,OFFICIAL_V2_lambda_LS_PER___,lambda_LS,PER,,,,0.5,bounded_PERT,declared,"Labor-share partial-adjustment grid {0.25,0.50,1.00}."
baseline-official-v2,OFFICIAL_V2_chi_Kbase_PER___,chi_Kbase,PER,,,,0.7,bounded_PERT,0_to_1,Share of non-labor surplus that is corporate taxable base; 1.0 only favorable variant.
baseline-official-v2,OFFICIAL_V2_chi_dom_PER___,chi_dom,PER,,,,0.95,bounded_PERT,0_to_1,Domestic share of incremental corporate base.
baseline-official-v2,OFFICIAL_V2_psi_shift_PER___,psi_shift,PER,,,,0.15,bounded_PERT,0_to_1,Ordinary shifting of incremental capital base; central conservative-moderate; zero only favorable labeled variant.
baseline-official-v2,OFFICIAL_V2_tau_R_disp_PER___,tau_R_disp,PER,,,,0.0,fixed,0_to_1,Residual non-labor income is routed through consumption only in primary.
baseline-official-v2,OFFICIAL_V2_exempt_C_PER___,exempt_C,PER,,,,0.0,fixed,0_to_1,Observed tau_C_eff already embeds exemptions and informal untaxed consumption; base-side exempt_C is zero to avoid double count.
baseline-official-v2,OFFICIAL_V2_kappa_LP_to_Y_high_PER_high__,kappa_LP_to_Y_high,PER,,high,,0.447212278842926,fixed,declared,Country-specific LP to Y bridge for high scenario.
baseline-official-v2,OFFICIAL_V2_phi_Y_nom_high_PER_high__,phi_Y_nom_high,PER,,high,,0.003801304370164793,derived_bounded_PERT,declared,High-scenario nominal GDP-equivalent shock is country-specific because kappa_LP_to_Y equals labor share.
baseline-official-v2,OFFICIAL_V2_I_ceiling_informality_CHL___,I_ceiling_informality,CHL,,,,0.27458,bounded_PERT,0_to_1,Same observed informality used for adoption ceiling.
baseline-official-v2,OFFICIAL_V2_LS_labor_share_CHL___,LS_labor_share,CHL,,,,0.4396144151687622,fixed,0_to_1,PWT labor share carried forward to 2024.
baseline-official-v2,OFFICIAL_V2_E_aug_CHL___,E_aug,CHL,,,,0.11,bounded_PERT,0_to_1,No automation/augmentation split in snapshot; augmentation uses LAC productive-exposure fallback.
baseline-official-v2,OFFICIAL_V2_RST_CHL___,RST,CHL,,,,0.5,bounded_PERT,0_to_1,"RST proxy uses AIPI human_capital_labor residualized on total AIPI over the international AIPI sample, then percentile-ranked."
baseline-official-v2,OFFICIAL_V2_tau_L_disp_CHL___,tau_L_disp,CHL,,,,0.07823103988119534,fixed,0_to_1,Disposable labor rate frozen at r0 observed effective labor rate.
baseline-official-v2,OFFICIAL_V2_tau_K_disp_CHL___,tau_K_disp,CHL,,,,0.0758952644530852,fixed,0_to_1,Disposable capital rate frozen at r0 observed effective capital rate.
baseline-official-v2,OFFICIAL_V2_tau_C_disp_CHL___,tau_C_disp,CHL,,,,0.117114874990871,fixed,0_to_1,"Observed consumption effective tax rate; MFC uses regime-indexed rate, disposable chain freezes r0."
baseline-official-v2,OFFICIAL_V2_mpc_W_CHL___,mpc_W,CHL,,,,0.7337433879854539,bounded_PERT,0_to_1,Final-consumption/GDP share as transparent proxy for labor-income MPC.
baseline-official-v2,OFFICIAL_V2_mpc_Pi_CHL___,mpc_Pi,CHL,,,,0.36687169399272695,bounded_PERT,0_to_1,Profit-income MPC proxy set below labor-income proxy.
baseline-official-v2,OFFICIAL_V2_mpc_R_CHL___,mpc_R,CHL,,,,0.5503075409890904,bounded_PERT,0_to_1,Residual-income MPC proxy between labor and profit proxies.
baseline-official-v2,OFFICIAL_V2_sPB_plus_gdp_ratio_CHL___,sPB_plus_gdp_ratio,CHL,,,,0.0,fixed,declared,"max(0,-pb_gap_gdp_pp)/100 because anchor stores IMF percent-of-GDP values in percentage points."
baseline-official-v2,OFFICIAL_V2_beta_translation_CHL___,beta_translation,CHL,,,,1.0,bounded_PERT,declared,"Baseline unit elasticity; sensitivity grid {0.5,1,1.5,2}."
baseline-official-v2,OFFICIAL_V2_gamma_translation_CHL___,gamma_translation,CHL,,,,1.0,bounded_PERT,declared,"Baseline unit elasticity; sensitivity grid {0.5,1,1.5,2}."
baseline-official-v2,OFFICIAL_V2_epsilon_CHL___,epsilon,CHL,,,,1e-09,fixed,declared,Frozen numerical floor for support checks and de-flooring.
baseline-official-v2,OFFICIAL_V2_epsilon_mu_CHL___,epsilon_mu,CHL,,,,1e-06,fixed,declared,Frozen logit inversion floor; q_use_target_adj is projected to interior support.
baseline-official-v2,OFFICIAL_V2_lambda_q_baseline_mid_CHL___,lambda_q_baseline_mid,CHL,,,,0.3,bounded_PERT,declared,"Baseline diffusion-speed grid {0.15,0.30,0.50}; frozen baseline keeps q_prod at anchor."
baseline-official-v2,OFFICIAL_V2_lambda_q_stress_instant_CHL___,lambda_q_stress_instant,CHL,,,,1.0,fixed,declared,"Instant-adoption stress only, not baseline primary."
baseline-official-v2,OFFICIAL_V2_nu_A_CHL___,nu_A,CHL,,,,1.0,bounded_PERT,declared,Preparedness coefficient; inert in frozen baseline because mu is inverted to target.
baseline-official-v2,OFFICIAL_V2_nu_I_CHL___,nu_I,CHL,,,,0.5,bounded_PERT,declared,Informality coefficient; inert in frozen baseline because mu is inverted to target.
baseline-official-v2,OFFICIAL_V2_nu_G_CHL___,nu_G,CHL,,,,0.5,bounded_PERT,declared,Gap coefficient; inert in frozen baseline because mu is inverted to target.
baseline-official-v2,OFFICIAL_V2_omega_I_CHL___,omega_I,CHL,,,,0.5,bounded_PERT,declared,Informality ceiling penalty; omega_I<1 is the paper economic restriction.
baseline-official-v2,OFFICIAL_V2_omega_G_CHL___,omega_G,CHL,,,,0.5,bounded_PERT,declared,"Digital-gap ceiling penalty, now based on excluded coverage+speed Gap."
baseline-official-v2,OFFICIAL_V2_delta_s_CHL___,delta_s,CHL,,,,0.5,bounded_PERT,declared,"Automation pressure grid {0.25,0.50,1.00}."
baseline-official-v2,OFFICIAL_V2_psi_s_CHL___,psi_s,CHL,,,,0.5,bounded_PERT,declared,"Augmentation pressure grid {0.25,0.50,1.00}."
baseline-official-v2,OFFICIAL_V2_zeta_s_CHL___,zeta_s,CHL,,,,0.5,bounded_PERT,declared,"Reskilling mitigation grid {0.25,0.50,1.00}; engine enforces zeta*RST through the weight formula."
baseline-official-v2,OFFICIAL_V2_lambda_LS_CHL___,lambda_LS,CHL,,,,0.5,bounded_PERT,declared,"Labor-share partial-adjustment grid {0.25,0.50,1.00}."
baseline-official-v2,OFFICIAL_V2_chi_Kbase_CHL___,chi_Kbase,CHL,,,,0.7,bounded_PERT,0_to_1,Share of non-labor surplus that is corporate taxable base; 1.0 only favorable variant.
baseline-official-v2,OFFICIAL_V2_chi_dom_CHL___,chi_dom,CHL,,,,0.95,bounded_PERT,0_to_1,Domestic share of incremental corporate base.
baseline-official-v2,OFFICIAL_V2_psi_shift_CHL___,psi_shift,CHL,,,,0.15,bounded_PERT,0_to_1,Ordinary shifting of incremental capital base; central conservative-moderate; zero only favorable labeled variant.
baseline-official-v2,OFFICIAL_V2_tau_R_disp_CHL___,tau_R_disp,CHL,,,,0.0,fixed,0_to_1,Residual non-labor income is routed through consumption only in primary.
baseline-official-v2,OFFICIAL_V2_exempt_C_CHL___,exempt_C,CHL,,,,0.0,fixed,0_to_1,Observed tau_C_eff already embeds exemptions and informal untaxed consumption; base-side exempt_C is zero to avoid double count.
baseline-official-v2,OFFICIAL_V2_kappa_LP_to_Y_high_CHL_high__,kappa_LP_to_Y_high,CHL,,high,,0.4396144151687622,fixed,declared,Country-specific LP to Y bridge for high scenario.
baseline-official-v2,OFFICIAL_V2_phi_Y_nom_high_CHL_high__,phi_Y_nom_high,CHL,,high,,0.003736722528934422,derived_bounded_PERT,declared,High-scenario nominal GDP-equivalent shock is country-specific because kappa_LP_to_Y equals labor share.
baseline-official-v2,OFFICIAL_V2_I_ceiling_informality_COL___,I_ceiling_informality,COL,,,,0.56143,bounded_PERT,0_to_1,Same observed informality used for adoption ceiling.
baseline-official-v2,OFFICIAL_V2_LS_labor_share_COL___,LS_labor_share,COL,,,,0.4952113628387451,fixed,0_to_1,PWT labor share carried forward to 2024.
baseline-official-v2,OFFICIAL_V2_E_aug_COL___,E_aug,COL,,,,0.11,bounded_PERT,0_to_1,No automation/augmentation split in snapshot; augmentation uses LAC productive-exposure fallback.
baseline-official-v2,OFFICIAL_V2_RST_COL___,RST,COL,,,,0.6987951807228916,bounded_PERT,0_to_1,"RST proxy uses AIPI human_capital_labor residualized on total AIPI over the international AIPI sample, then percentile-ranked."
baseline-official-v2,OFFICIAL_V2_tau_L_disp_COL___,tau_L_disp,COL,,,,0.06452914158536067,fixed,0_to_1,Disposable labor rate frozen at r0 observed effective labor rate.
baseline-official-v2,OFFICIAL_V2_tau_K_disp_COL___,tau_K_disp,COL,,,,0.1065034343683816,fixed,0_to_1,Disposable capital rate frozen at r0 observed effective capital rate.
baseline-official-v2,OFFICIAL_V2_tau_C_disp_COL___,tau_C_disp,COL,,,,0.06394529573605691,fixed,0_to_1,"Observed consumption effective tax rate; MFC uses regime-indexed rate, disposable chain freezes r0."
baseline-official-v2,OFFICIAL_V2_mpc_W_COL___,mpc_W,COL,,,,0.876845252130955,bounded_PERT,0_to_1,Final-consumption/GDP share as transparent proxy for labor-income MPC.
baseline-official-v2,OFFICIAL_V2_mpc_Pi_COL___,mpc_Pi,COL,,,,0.4384226260654775,bounded_PERT,0_to_1,Profit-income MPC proxy set below labor-income proxy.
baseline-official-v2,OFFICIAL_V2_mpc_R_COL___,mpc_R,COL,,,,0.6576339390982162,bounded_PERT,0_to_1,Residual-income MPC proxy between labor and profit proxies.
baseline-official-v2,OFFICIAL_V2_sPB_plus_gdp_ratio_COL___,sPB_plus_gdp_ratio,COL,,,,0.01626649762972663,fixed,declared,"max(0,-pb_gap_gdp_pp)/100 because anchor stores IMF percent-of-GDP values in percentage points."
baseline-official-v2,OFFICIAL_V2_beta_translation_COL___,beta_translation,COL,,,,1.0,bounded_PERT,declared,"Baseline unit elasticity; sensitivity grid {0.5,1,1.5,2}."
baseline-official-v2,OFFICIAL_V2_gamma_translation_COL___,gamma_translation,COL,,,,1.0,bounded_PERT,declared,"Baseline unit elasticity; sensitivity grid {0.5,1,1.5,2}."
baseline-official-v2,OFFICIAL_V2_epsilon_COL___,epsilon,COL,,,,1e-09,fixed,declared,Frozen numerical floor for support checks and de-flooring.
baseline-official-v2,OFFICIAL_V2_epsilon_mu_COL___,epsilon_mu,COL,,,,1e-06,fixed,declared,Frozen logit inversion floor; q_use_target_adj is projected to interior support.
baseline-official-v2,OFFICIAL_V2_lambda_q_baseline_mid_COL___,lambda_q_baseline_mid,COL,,,,0.3,bounded_PERT,declared,"Baseline diffusion-speed grid {0.15,0.30,0.50}; frozen baseline keeps q_prod at anchor."
baseline-official-v2,OFFICIAL_V2_lambda_q_stress_instant_COL___,lambda_q_stress_instant,COL,,,,1.0,fixed,declared,"Instant-adoption stress only, not baseline primary."
baseline-official-v2,OFFICIAL_V2_nu_A_COL___,nu_A,COL,,,,1.0,bounded_PERT,declared,Preparedness coefficient; inert in frozen baseline because mu is inverted to target.
baseline-official-v2,OFFICIAL_V2_nu_I_COL___,nu_I,COL,,,,0.5,bounded_PERT,declared,Informality coefficient; inert in frozen baseline because mu is inverted to target.
baseline-official-v2,OFFICIAL_V2_nu_G_COL___,nu_G,COL,,,,0.5,bounded_PERT,declared,Gap coefficient; inert in frozen baseline because mu is inverted to target.
baseline-official-v2,OFFICIAL_V2_omega_I_COL___,omega_I,COL,,,,0.5,bounded_PERT,declared,Informality ceiling penalty; omega_I<1 is the paper economic restriction.
baseline-official-v2,OFFICIAL_V2_omega_G_COL___,omega_G,COL,,,,0.5,bounded_PERT,declared,"Digital-gap ceiling penalty, now based on excluded coverage+speed Gap."
baseline-official-v2,OFFICIAL_V2_delta_s_COL___,delta_s,COL,,,,0.5,bounded_PERT,declared,"Automation pressure grid {0.25,0.50,1.00}."
baseline-official-v2,OFFICIAL_V2_psi_s_COL___,psi_s,COL,,,,0.5,bounded_PERT,declared,"Augmentation pressure grid {0.25,0.50,1.00}."
baseline-official-v2,OFFICIAL_V2_zeta_s_COL___,zeta_s,COL,,,,0.5,bounded_PERT,declared,"Reskilling mitigation grid {0.25,0.50,1.00}; engine enforces zeta*RST through the weight formula."
baseline-official-v2,OFFICIAL_V2_lambda_LS_COL___,lambda_LS,COL,,,,0.5,bounded_PERT,declared,"Labor-share partial-adjustment grid {0.25,0.50,1.00}."
baseline-official-v2,OFFICIAL_V2_chi_Kbase_COL___,chi_Kbase,COL,,,,0.7,bounded_PERT,0_to_1,Share of non-labor surplus that is corporate taxable base; 1.0 only favorable variant.
baseline-official-v2,OFFICIAL_V2_chi_dom_COL___,chi_dom,COL,,,,0.95,bounded_PERT,0_to_1,Domestic share of incremental corporate base.
baseline-official-v2,OFFICIAL_V2_psi_shift_COL___,psi_shift,COL,,,,0.15,bounded_PERT,0_to_1,Ordinary shifting of incremental capital base; central conservative-moderate; zero only favorable labeled variant.
baseline-official-v2,OFFICIAL_V2_tau_R_disp_COL___,tau_R_disp,COL,,,,0.0,fixed,0_to_1,Residual non-labor income is routed through consumption only in primary.
baseline-official-v2,OFFICIAL_V2_exempt_C_COL___,exempt_C,COL,,,,0.0,fixed,0_to_1,Observed tau_C_eff already embeds exemptions and informal untaxed consumption; base-side exempt_C is zero to avoid double count.
baseline-official-v2,OFFICIAL_V2_kappa_LP_to_Y_high_COL_high__,kappa_LP_to_Y_high,COL,,high,,0.4952113628387451,fixed,declared,Country-specific LP to Y bridge for high scenario.
baseline-official-v2,OFFICIAL_V2_phi_Y_nom_high_COL_high__,phi_Y_nom_high,COL,,high,,0.004209296584129385,derived_bounded_PERT,declared,High-scenario nominal GDP-equivalent shock is country-specific because kappa_LP_to_Y equals labor share.
baseline-official-v2,OFFICIAL_V2_I_ceiling_informality_MEX___,I_ceiling_informality,MEX,,,,0.50592,bounded_PERT,0_to_1,Same observed informality used for adoption ceiling.
baseline-official-v2,OFFICIAL_V2_LS_labor_share_MEX___,LS_labor_share,MEX,,,,0.3602636754512787,fixed,0_to_1,PWT labor share carried forward to 2024.
baseline-official-v2,OFFICIAL_V2_E_aug_MEX___,E_aug,MEX,,,,0.11,bounded_PERT,0_to_1,No automation/augmentation split in snapshot; augmentation uses LAC productive-exposure fallback.
baseline-official-v2,OFFICIAL_V2_RST_MEX___,RST,MEX,,,,0.5963855421686747,bounded_PERT,0_to_1,"RST proxy uses AIPI human_capital_labor residualized on total AIPI over the international AIPI sample, then percentile-ranked."
baseline-official-v2,OFFICIAL_V2_tau_L_disp_MEX___,tau_L_disp,MEX,,,,0.17874025728691667,fixed,0_to_1,Disposable labor rate frozen at r0 observed effective labor rate.
baseline-official-v2,OFFICIAL_V2_tau_K_disp_MEX___,tau_K_disp,MEX,,,,0.0585849305740002,fixed,0_to_1,Disposable capital rate frozen at r0 observed effective capital rate.
baseline-official-v2,OFFICIAL_V2_tau_C_disp_MEX___,tau_C_disp,MEX,,,,0.05044454280782222,fixed,0_to_1,"Observed consumption effective tax rate; MFC uses regime-indexed rate, disposable chain freezes r0."
baseline-official-v2,OFFICIAL_V2_mpc_W_MEX___,mpc_W,MEX,,,,0.823012138536076,bounded_PERT,0_to_1,Final-consumption/GDP share as transparent proxy for labor-income MPC.
baseline-official-v2,OFFICIAL_V2_mpc_Pi_MEX___,mpc_Pi,MEX,,,,0.411506069268038,bounded_PERT,0_to_1,Profit-income MPC proxy set below labor-income proxy.
baseline-official-v2,OFFICIAL_V2_mpc_R_MEX___,mpc_R,MEX,,,,0.617259103902057,bounded_PERT,0_to_1,Residual-income MPC proxy between labor and profit proxies.
baseline-official-v2,OFFICIAL_V2_sPB_plus_gdp_ratio_MEX___,sPB_plus_gdp_ratio,MEX,,,,0.03275283466024046,fixed,declared,"max(0,-pb_gap_gdp_pp)/100 because anchor stores IMF percent-of-GDP values in percentage points."
baseline-official-v2,OFFICIAL_V2_beta_translation_MEX___,beta_translation,MEX,,,,1.0,bounded_PERT,declared,"Baseline unit elasticity; sensitivity grid {0.5,1,1.5,2}."
baseline-official-v2,OFFICIAL_V2_gamma_translation_MEX___,gamma_translation,MEX,,,,1.0,bounded_PERT,declared,"Baseline unit elasticity; sensitivity grid {0.5,1,1.5,2}."
baseline-official-v2,OFFICIAL_V2_epsilon_MEX___,epsilon,MEX,,,,1e-09,fixed,declared,Frozen numerical floor for support checks and de-flooring.
baseline-official-v2,OFFICIAL_V2_epsilon_mu_MEX___,epsilon_mu,MEX,,,,1e-06,fixed,declared,Frozen logit inversion floor; q_use_target_adj is projected to interior support.
baseline-official-v2,OFFICIAL_V2_lambda_q_baseline_mid_MEX___,lambda_q_baseline_mid,MEX,,,,0.3,bounded_PERT,declared,"Baseline diffusion-speed grid {0.15,0.30,0.50}; frozen baseline keeps q_prod at anchor."
baseline-official-v2,OFFICIAL_V2_lambda_q_stress_instant_MEX___,lambda_q_stress_instant,MEX,,,,1.0,fixed,declared,"Instant-adoption stress only, not baseline primary."
baseline-official-v2,OFFICIAL_V2_nu_A_MEX___,nu_A,MEX,,,,1.0,bounded_PERT,declared,Preparedness coefficient; inert in frozen baseline because mu is inverted to target.
baseline-official-v2,OFFICIAL_V2_nu_I_MEX___,nu_I,MEX,,,,0.5,bounded_PERT,declared,Informality coefficient; inert in frozen baseline because mu is inverted to target.
baseline-official-v2,OFFICIAL_V2_nu_G_MEX___,nu_G,MEX,,,,0.5,bounded_PERT,declared,Gap coefficient; inert in frozen baseline because mu is inverted to target.
baseline-official-v2,OFFICIAL_V2_omega_I_MEX___,omega_I,MEX,,,,0.5,bounded_PERT,declared,Informality ceiling penalty; omega_I<1 is the paper economic restriction.
baseline-official-v2,OFFICIAL_V2_omega_G_MEX___,omega_G,MEX,,,,0.5,bounded_PERT,declared,"Digital-gap ceiling penalty, now based on excluded coverage+speed Gap."
baseline-official-v2,OFFICIAL_V2_delta_s_MEX___,delta_s,MEX,,,,0.5,bounded_PERT,declared,"Automation pressure grid {0.25,0.50,1.00}."
baseline-official-v2,OFFICIAL_V2_psi_s_MEX___,psi_s,MEX,,,,0.5,bounded_PERT,declared,"Augmentation pressure grid {0.25,0.50,1.00}."
baseline-official-v2,OFFICIAL_V2_zeta_s_MEX___,zeta_s,MEX,,,,0.5,bounded_PERT,declared,"Reskilling mitigation grid {0.25,0.50,1.00}; engine enforces zeta*RST through the weight formula."
baseline-official-v2,OFFICIAL_V2_lambda_LS_MEX___,lambda_LS,MEX,,,,0.5,bounded_PERT,declared,"Labor-share partial-adjustment grid {0.25,0.50,1.00}."
baseline-official-v2,OFFICIAL_V2_chi_Kbase_MEX___,chi_Kbase,MEX,,,,0.7,bounded_PERT,0_to_1,Share of non-labor surplus that is corporate taxable base; 1.0 only favorable variant.
baseline-official-v2,OFFICIAL_V2_chi_dom_MEX___,chi_dom,MEX,,,,0.95,bounded_PERT,0_to_1,Domestic share of incremental corporate base.
baseline-official-v2,OFFICIAL_V2_psi_shift_MEX___,psi_shift,MEX,,,,0.15,bounded_PERT,0_to_1,Ordinary shifting of incremental capital base; central conservative-moderate; zero only favorable labeled variant.
baseline-official-v2,OFFICIAL_V2_tau_R_disp_MEX___,tau_R_disp,MEX,,,,0.0,fixed,0_to_1,Residual non-labor income is routed through consumption only in primary.
baseline-official-v2,OFFICIAL_V2_exempt_C_MEX___,exempt_C,MEX,,,,0.0,fixed,0_to_1,Observed tau_C_eff already embeds exemptions and informal untaxed consumption; base-side exempt_C is zero to avoid double count.
baseline-official-v2,OFFICIAL_V2_kappa_LP_to_Y_high_MEX_high__,kappa_LP_to_Y_high,MEX,,high,,0.3602636754512787,fixed,declared,Country-specific LP to Y bridge for high scenario.
baseline-official-v2,OFFICIAL_V2_phi_Y_nom_high_MEX_high__,phi_Y_nom_high,MEX,,high,,0.003062241241335917,derived_bounded_PERT,declared,High-scenario nominal GDP-equivalent shock is country-specific because kappa_LP_to_Y equals labor share.
baseline-official-v2,OFFICIAL_V2_policy_cost_gross_gdp_PEN_PER__PEN_,policy_cost_gross_gdp_PEN,PER,PEN,,,0.004324768262351125,fixed_observed_or_mechanical,declared,Gross recurring cost is the primary cost convention.
baseline-official-v2,OFFICIAL_V2_policy_cost_gross_gdp_GMI_ideal_aggregate_PER__GMI_,policy_cost_gross_gdp_GMI_ideal_aggregate,PER,GMI,,,0.02787208206208022,fixed_observed_or_mechanical,declared,Gross recurring cost is the primary cost convention.
baseline-official-v2,OFFICIAL_V2_chi_gmi_GMI_ideal_aggregate_PER__GMI_,chi_gmi_GMI_ideal_aggregate,PER,GMI,,,1.0,fixed,0_to_1,GMI aggregate gap-coverage parameter.
baseline-official-v2,OFFICIAL_V2_policy_cost_gross_gdp_GMI_loaded_aggregate_PER__GMI_,policy_cost_gross_gdp_GMI_loaded_aggregate,PER,GMI,,,0.04180812309312033,fixed_observed_or_mechanical,declared,Gross recurring cost is the primary cost convention.
baseline-official-v2,OFFICIAL_V2_chi_gmi_GMI_loaded_aggregate_PER__GMI_,chi_gmi_GMI_loaded_aggregate,PER,GMI,,,1.0,fixed,0_to_1,GMI aggregate gap-coverage parameter.
baseline-official-v2,OFFICIAL_V2_theta_target_GMI_loaded_PER__GMI_,theta_target_GMI_loaded,PER,GMI,,,1.5,bounded_PERT,declared,Loaded aggregate GMI is companion mandatory in rankings.
baseline-official-v2,OFFICIAL_V2_policy_cost_gross_gdp_MUT_PER__MUT_,policy_cost_gross_gdp_MUT,PER,MUT,,,0.0533947932223759,fixed_observed_or_mechanical,declared,Gross recurring cost is the primary cost convention.
