name,module,country_id,scenario_id,policy_id,regime_code,baseline_value,low_value,high_value,unit,distribution,support_type,source_id,formula_id,double_counting_risk,audit_status,notes
zeta_s,fiscal_channels,PER,,,,0.5,0.25,1.0,unitless,discrete_grid,paper_provisional_grid,PAPER_MASTER_CALIBRATION_MATRIX,"Reskilling mitigation grid {0.25,0.50,1.00}; engine must enforce zeta*RST<=delta.",none,registered,"Reskilling mitigation grid {0.25,0.50,1.00}; engine must enforce zeta*RST<=delta."
lambda_AI_high,fiscal_channels_ai_rent,,high,,,0.06,0.03,0.1,share_of_AI_shock,bounded_PERT,paper_bounded_scenario_grid,PAPER_APP_FISCAL_CONVERSION;PLAN_02_SEC_7_4_1,scenario_grid_zero_low_medium_high,capital_profit_overlap,registered_author_review,"AI-rent share is an economic scenario object, not regime-indexed. Subset convention is used, so lambda_AI_Kbase mirrors this value."
lambda_AI_low,fiscal_channels_ai_rent,,low,,,0.0,0.0,0.02,share_of_AI_shock,bounded_PERT,paper_bounded_scenario_grid,PAPER_APP_FISCAL_CONVERSION;PLAN_02_SEC_7_4_1,scenario_grid_zero_low_medium_high,capital_profit_overlap,registered_author_review,"AI-rent share is an economic scenario object, not regime-indexed. Subset convention is used, so lambda_AI_Kbase mirrors this value."
lambda_AI_mid,fiscal_channels_ai_rent,,mid,,,0.03,0.01,0.06,share_of_AI_shock,bounded_PERT,paper_bounded_scenario_grid,PAPER_APP_FISCAL_CONVERSION;PLAN_02_SEC_7_4_1,scenario_grid_zero_low_medium_high,capital_profit_overlap,registered_author_review,"AI-rent share is an economic scenario object, not regime-indexed. Subset convention is used, so lambda_AI_Kbase mirrors this value."
lambda_AI_stress,fiscal_channels_ai_rent,,stress,,,0.1,0.05,0.15,share_of_AI_shock,bounded_PERT,paper_bounded_scenario_grid,PAPER_APP_FISCAL_CONVERSION;PLAN_02_SEC_7_4_1,scenario_grid_zero_low_medium_high,capital_profit_overlap,registered_author_review,"AI-rent share is an economic scenario object, not regime-indexed. Subset convention is used, so lambda_AI_Kbase mirrors this value."
lambda_AI_Kbase_high,fiscal_channels_capital,,high,,,0.06,0.03,0.1,share_of_AI_shock,derived_bounded_PERT,derived_subset_convention,PAPER_APP_FISCAL_CONVERSION;PLAN_02_SEC_7_4_1,lambda_AI_Kbase=lambda_AI_under_subset_convention,capital_profit_overlap,registered,Netting field for omega_K_net. This prevents counting the same AI rents in capital and AI-rent channels.
lambda_AI_Kbase_low,fiscal_channels_capital,,low,,,0.0,0.0,0.02,share_of_AI_shock,derived_bounded_PERT,derived_subset_convention,PAPER_APP_FISCAL_CONVERSION;PLAN_02_SEC_7_4_1,lambda_AI_Kbase=lambda_AI_under_subset_convention,capital_profit_overlap,registered,Netting field for omega_K_net. This prevents counting the same AI rents in capital and AI-rent channels.
lambda_AI_Kbase_mid,fiscal_channels_capital,,mid,,,0.03,0.01,0.06,share_of_AI_shock,derived_bounded_PERT,derived_subset_convention,PAPER_APP_FISCAL_CONVERSION;PLAN_02_SEC_7_4_1,lambda_AI_Kbase=lambda_AI_under_subset_convention,capital_profit_overlap,registered,Netting field for omega_K_net. This prevents counting the same AI rents in capital and AI-rent channels.
lambda_AI_Kbase_stress,fiscal_channels_capital,,stress,,,0.1,0.05,0.15,share_of_AI_shock,derived_bounded_PERT,derived_subset_convention,PAPER_APP_FISCAL_CONVERSION;PLAN_02_SEC_7_4_1,lambda_AI_Kbase=lambda_AI_under_subset_convention,capital_profit_overlap,registered,Netting field for omega_K_net. This prevents counting the same AI rents in capital and AI-rent channels.
base_broadening_delta_r0,fiscal_regime,,,,r0,0.0,0.0,0.0,relative_base_broadening_index,fixed,calibrated_mechanical_reform_grid,PLAN_02_SEC_15_1;PAPER_APP_FISCAL_CONVERSION,base_side_margin_only_when_not_already_in_effective_rate,base_vs_rate_same_margin,registered,Registered for regime audit. Primary effective-rate convention does not apply base-side and rate-side margins twice.
leakage_multiplier_r0,fiscal_regime,,,,r0,1.0,0.85,1.0,relative_leakage_multiplier,fixed,calibrated_mechanical_reform_grid,PLAN_02_SEC_15_1,high_medium_low_leakage_order_encoded_as_multiplier,leakage_vs_technology_shifting,registered,Only a pre-run ordered scalar for later engine use; leakage is not subtracted here.
tau_AI_eff_r0,fiscal_regime,,,,r0,0.0,0.0,0.0,effective_AI_rent_capture_rate,fixed,paper_bounded_policy_grid,PLAN_02_SEC_15_1;PAPER_APP_FISCAL_CONVERSION,tau_AI_eff positive only in r3/r4,ai_rent_capture_without_lambda,registered,Status quo and non-rent regimes have zero AI rent capture.
tau_C_relative_delta_r0,fiscal_regime,,,,r0,0.0,0.0,0.0,relative_delta_to_observed_effective_rate,fixed,calibrated_mechanical_reform_grid,PLAN_02_SEC_15_1;PAPER_APP_FISCAL_CONVERSION;brollo2024fiscal,tau_j_r=tau_j_observed*(1+relative_delta_r),regime_mechanical_upper_bound,registered,Mechanical reform-regime delta for pre-run calibration; no behavioral result is computed here.
tau_K_relative_delta_r0,fiscal_regime,,,,r0,0.0,0.0,0.0,relative_delta_to_observed_effective_rate,fixed,calibrated_mechanical_reform_grid,PLAN_02_SEC_15_1;PAPER_APP_FISCAL_CONVERSION;brollo2024fiscal,tau_j_r=tau_j_observed*(1+relative_delta_r),regime_mechanical_upper_bound,registered,Mechanical reform-regime delta for pre-run calibration; no behavioral result is computed here.
tau_L_relative_delta_r0,fiscal_regime,,,,r0,0.0,0.0,0.0,relative_delta_to_observed_effective_rate,fixed,calibrated_mechanical_reform_grid,PLAN_02_SEC_15_1;PAPER_APP_FISCAL_CONVERSION;brollo2024fiscal,tau_j_r=tau_j_observed*(1+relative_delta_r),regime_mechanical_upper_bound,registered,Mechanical reform-regime delta for pre-run calibration; no behavioral result is computed here.
base_broadening_delta_r1,fiscal_regime,,,,r1,0.05,0.02,0.08,relative_base_broadening_index,bounded_PERT,calibrated_mechanical_reform_grid,PLAN_02_SEC_15_1;PAPER_APP_FISCAL_CONVERSION,base_side_margin_only_when_not_already_in_effective_rate,base_vs_rate_same_margin,registered_author_review,Registered for regime audit. Primary effective-rate convention does not apply base-side and rate-side margins twice.
leakage_multiplier_r1,fiscal_regime,,,,r1,0.75,0.6,0.9,relative_leakage_multiplier,bounded_PERT,calibrated_mechanical_reform_grid,PLAN_02_SEC_15_1,high_medium_low_leakage_order_encoded_as_multiplier,leakage_vs_technology_shifting,registered_author_review,Only a pre-run ordered scalar for later engine use; leakage is not subtracted here.
tau_AI_eff_r1,fiscal_regime,,,,r1,0.0,0.0,0.0,effective_AI_rent_capture_rate,fixed,paper_bounded_policy_grid,PLAN_02_SEC_15_1;PAPER_APP_FISCAL_CONVERSION,tau_AI_eff positive only in r3/r4,ai_rent_capture_without_lambda,registered,Status quo and non-rent regimes have zero AI rent capture.
tau_C_relative_delta_r1,fiscal_regime,,,,r1,0.1,0.05,0.15,relative_delta_to_observed_effective_rate,bounded_PERT,calibrated_mechanical_reform_grid,PLAN_02_SEC_15_1;PAPER_APP_FISCAL_CONVERSION;brollo2024fiscal,tau_j_r=tau_j_observed*(1+relative_delta_r),regime_mechanical_upper_bound,registered_author_review,Mechanical reform-regime delta for pre-run calibration; no behavioral result is computed here.
tau_K_relative_delta_r1,fiscal_regime,,,,r1,0.1,0.05,0.15,relative_delta_to_observed_effective_rate,bounded_PERT,calibrated_mechanical_reform_grid,PLAN_02_SEC_15_1;PAPER_APP_FISCAL_CONVERSION;brollo2024fiscal,tau_j_r=tau_j_observed*(1+relative_delta_r),regime_mechanical_upper_bound,registered_author_review,Mechanical reform-regime delta for pre-run calibration; no behavioral result is computed here.
tau_L_relative_delta_r1,fiscal_regime,,,,r1,0.1,0.05,0.15,relative_delta_to_observed_effective_rate,bounded_PERT,calibrated_mechanical_reform_grid,PLAN_02_SEC_15_1;PAPER_APP_FISCAL_CONVERSION;brollo2024fiscal,tau_j_r=tau_j_observed*(1+relative_delta_r),regime_mechanical_upper_bound,registered_author_review,Mechanical reform-regime delta for pre-run calibration; no behavioral result is computed here.
base_broadening_delta_r2,fiscal_regime,,,,r2,0.1,0.05,0.2,relative_base_broadening_index,bounded_PERT,calibrated_mechanical_reform_grid,PLAN_02_SEC_15_1;PAPER_APP_FISCAL_CONVERSION,base_side_margin_only_when_not_already_in_effective_rate,base_vs_rate_same_margin,registered_author_review,Registered for regime audit. Primary effective-rate convention does not apply base-side and rate-side margins twice.
leakage_multiplier_r2,fiscal_regime,,,,r2,0.75,0.6,0.9,relative_leakage_multiplier,bounded_PERT,calibrated_mechanical_reform_grid,PLAN_02_SEC_15_1,high_medium_low_leakage_order_encoded_as_multiplier,leakage_vs_technology_shifting,registered_author_review,Only a pre-run ordered scalar for later engine use; leakage is not subtracted here.
tau_AI_eff_r2,fiscal_regime,,,,r2,0.0,0.0,0.0,effective_AI_rent_capture_rate,fixed,paper_bounded_policy_grid,PLAN_02_SEC_15_1;PAPER_APP_FISCAL_CONVERSION,tau_AI_eff positive only in r3/r4,ai_rent_capture_without_lambda,registered,Status quo and non-rent regimes have zero AI rent capture.
tau_C_relative_delta_r2,fiscal_regime,,,,r2,0.15,0.1,0.25,relative_delta_to_observed_effective_rate,bounded_PERT,calibrated_mechanical_reform_grid,PLAN_02_SEC_15_1;PAPER_APP_FISCAL_CONVERSION;brollo2024fiscal,tau_j_r=tau_j_observed*(1+relative_delta_r),regime_mechanical_upper_bound,registered_author_review,Mechanical reform-regime delta for pre-run calibration; no behavioral result is computed here.
tau_K_relative_delta_r2,fiscal_regime,,,,r2,0.15,0.1,0.25,relative_delta_to_observed_effective_rate,bounded_PERT,calibrated_mechanical_reform_grid,PLAN_02_SEC_15_1;PAPER_APP_FISCAL_CONVERSION;brollo2024fiscal,tau_j_r=tau_j_observed*(1+relative_delta_r),regime_mechanical_upper_bound,registered_author_review,Mechanical reform-regime delta for pre-run calibration; no behavioral result is computed here.
tau_L_relative_delta_r2,fiscal_regime,,,,r2,0.15,0.1,0.25,relative_delta_to_observed_effective_rate,bounded_PERT,calibrated_mechanical_reform_grid,PLAN_02_SEC_15_1;PAPER_APP_FISCAL_CONVERSION;brollo2024fiscal,tau_j_r=tau_j_observed*(1+relative_delta_r),regime_mechanical_upper_bound,registered_author_review,Mechanical reform-regime delta for pre-run calibration; no behavioral result is computed here.
base_broadening_delta_r3,fiscal_regime,,,,r3,0.05,0.02,0.08,relative_base_broadening_index,bounded_PERT,calibrated_mechanical_reform_grid,PLAN_02_SEC_15_1;PAPER_APP_FISCAL_CONVERSION,base_side_margin_only_when_not_already_in_effective_rate,base_vs_rate_same_margin,registered_author_review,Registered for regime audit. Primary effective-rate convention does not apply base-side and rate-side margins twice.
leakage_multiplier_r3,fiscal_regime,,,,r3,0.9,0.75,1.0,relative_leakage_multiplier,bounded_PERT,calibrated_mechanical_reform_grid,PLAN_02_SEC_15_1,high_medium_low_leakage_order_encoded_as_multiplier,leakage_vs_technology_shifting,registered_author_review,Only a pre-run ordered scalar for later engine use; leakage is not subtracted here.
tau_AI_eff_r3,fiscal_regime,,,,r3,0.05,0.02,0.1,effective_AI_rent_capture_rate,bounded_PERT,paper_bounded_policy_grid,PLAN_02_SEC_15_1;PAPER_APP_FISCAL_CONVERSION,tau_AI_eff positive only in r3/r4,ai_rent_capture_without_lambda,registered_author_review,Status quo and non-rent regimes have zero AI rent capture.
tau_C_relative_delta_r3,fiscal_regime,,,,r3,0.0,0.0,0.1,relative_delta_to_observed_effective_rate,bounded_PERT,calibrated_mechanical_reform_grid,PLAN_02_SEC_15_1;PAPER_APP_FISCAL_CONVERSION;brollo2024fiscal,tau_j_r=tau_j_observed*(1+relative_delta_r),regime_mechanical_upper_bound,registered_author_review,Mechanical reform-regime delta for pre-run calibration; no behavioral result is computed here.
tau_K_relative_delta_r3,fiscal_regime,,,,r3,0.0,0.0,0.1,relative_delta_to_observed_effective_rate,bounded_PERT,calibrated_mechanical_reform_grid,PLAN_02_SEC_15_1;PAPER_APP_FISCAL_CONVERSION;brollo2024fiscal,tau_j_r=tau_j_observed*(1+relative_delta_r),regime_mechanical_upper_bound,registered_author_review,Mechanical reform-regime delta for pre-run calibration; no behavioral result is computed here.
tau_L_relative_delta_r3,fiscal_regime,,,,r3,0.0,0.0,0.1,relative_delta_to_observed_effective_rate,bounded_PERT,calibrated_mechanical_reform_grid,PLAN_02_SEC_15_1;PAPER_APP_FISCAL_CONVERSION;brollo2024fiscal,tau_j_r=tau_j_observed*(1+relative_delta_r),regime_mechanical_upper_bound,registered_author_review,Mechanical reform-regime delta for pre-run calibration; no behavioral result is computed here.
base_broadening_delta_r4,fiscal_regime,,,,r4,0.2,0.1,0.3,relative_base_broadening_index,bounded_PERT,calibrated_mechanical_reform_grid,PLAN_02_SEC_15_1;PAPER_APP_FISCAL_CONVERSION,base_side_margin_only_when_not_already_in_effective_rate,base_vs_rate_same_margin,registered_author_review,Registered for regime audit. Primary effective-rate convention does not apply base-side and rate-side margins twice.
leakage_multiplier_r4,fiscal_regime,,,,r4,0.5,0.35,0.65,relative_leakage_multiplier,bounded_PERT,calibrated_mechanical_reform_grid,PLAN_02_SEC_15_1,high_medium_low_leakage_order_encoded_as_multiplier,leakage_vs_technology_shifting,registered_author_review,Only a pre-run ordered scalar for later engine use; leakage is not subtracted here.
tau_AI_eff_r4,fiscal_regime,,,,r4,0.08,0.04,0.15,effective_AI_rent_capture_rate,bounded_PERT,paper_bounded_policy_grid,PLAN_02_SEC_15_1;PAPER_APP_FISCAL_CONVERSION,tau_AI_eff positive only in r3/r4,ai_rent_capture_without_lambda,registered_author_review,Status quo and non-rent regimes have zero AI rent capture.
tau_C_relative_delta_r4,fiscal_regime,,,,r4,0.25,0.15,0.35,relative_delta_to_observed_effective_rate,bounded_PERT,calibrated_mechanical_reform_grid,PLAN_02_SEC_15_1;PAPER_APP_FISCAL_CONVERSION;brollo2024fiscal,tau_j_r=tau_j_observed*(1+relative_delta_r),regime_mechanical_upper_bound,registered_author_review,Mechanical reform-regime delta for pre-run calibration; no behavioral result is computed here.
tau_K_relative_delta_r4,fiscal_regime,,,,r4,0.25,0.15,0.35,relative_delta_to_observed_effective_rate,bounded_PERT,calibrated_mechanical_reform_grid,PLAN_02_SEC_15_1;PAPER_APP_FISCAL_CONVERSION;brollo2024fiscal,tau_j_r=tau_j_observed*(1+relative_delta_r),regime_mechanical_upper_bound,registered_author_review,Mechanical reform-regime delta for pre-run calibration; no behavioral result is computed here.
tau_L_relative_delta_r4,fiscal_regime,,,,r4,0.25,0.15,0.35,relative_delta_to_observed_effective_rate,bounded_PERT,calibrated_mechanical_reform_grid,PLAN_02_SEC_15_1;PAPER_APP_FISCAL_CONVERSION;brollo2024fiscal,tau_j_r=tau_j_observed*(1+relative_delta_r),regime_mechanical_upper_bound,registered_author_review,Mechanical reform-regime delta for pre-run calibration; no behavioral result is computed here.
frontier_benchmark_avg_adoption_proxy,frontier_benchmark,,,,,0.1517625,0.1517625,0.1517625,share_of_enterprises,fixed_observed_average,observed_benchmark_average,FRONTIER_BENCHMARK,mean_adoption_proxy_selected_oecd_eurostat_benchmark,none,registered,Used only to calibrate q_use_target prior and document benchmark choice; s_frontier_score is computed in 3B.
frontier_benchmark_avg_aipi,frontier_benchmark,,,,,0.6734721666666669,0.6734721666666669,0.6734721666666669,index_0_to_1,fixed_observed_average,observed_benchmark_average,IMF_AIPI_DATA360;FRONTIER_BENCHMARK,mean_aipi_selected_oecd_eurostat_benchmark,none,registered,Population-consistency scalar for q_use_target prior.
frontier_benchmark_member_count,frontier_benchmark,,,,,24.0,24.0,24.0,count,fixed,population_consistency_choice,FRONTIER_BENCHMARK;PAPER_SEC_10_6;PLAN_02_SEC_10_6,OECD_Eurostat_GE10_2024_subset_for_phi_mid_population_consistency,none,registered,Benchmark chosen as OECD/advanced Eurostat economies available in isoc_eb_ai because phi_mid is disciplined by OECD micro-to-macro evidence.
GMI_admin_cost_new_gdp,policy_admin_transition_cost,PER,,GMI,,0.0025,0.0012,0.004,share_of_GDP,bounded_PERT,assumption_registry_existing,ASPIRE_LITERATURE_ASSUMPTION;PLAN_01_02,policy_admin_transition_cost.admin_cost_new_gdp,admin_transition_leakage_once,registered,Existing Etapa 2.1 assumption reused; no new cost scalar is invented here.
GMI_leakage_fixed_gdp,policy_admin_transition_cost,PER,,GMI,,0.0002,0.0,0.0005,share_of_GDP,bounded_PERT,assumption_registry_existing,ASPIRE_LITERATURE_ASSUMPTION;PLAN_01_02,policy_admin_transition_cost.leakage_fixed_gdp,admin_transition_leakage_once,registered,Existing Etapa 2.1 assumption reused; no new cost scalar is invented here.
GMI_transition_discount_rate,policy_admin_transition_cost,PER,,GMI,,0.03,0.03,0.03,annual_discount_rate,fixed,assumption_registry_existing,ASPIRE_LITERATURE_ASSUMPTION;PLAN_01_02,policy_admin_transition_cost.transition_discount_rate,admin_transition_leakage_once,registered,Existing transition convention from Etapa 2.1.
GMI_transition_horizon_years,policy_admin_transition_cost,PER,,GMI,,3.0,3.0,3.0,years,fixed,assumption_registry_existing,ASPIRE_LITERATURE_ASSUMPTION;PLAN_01_02,policy_admin_transition_cost.transition_horizon_years,admin_transition_leakage_once,registered,Existing transition convention from Etapa 2.1.
GMI_transition_oneoff_gdp,policy_admin_transition_cost,PER,,GMI,,0.002,0.001,0.004,share_of_GDP,bounded_PERT,assumption_registry_existing,ASPIRE_LITERATURE_ASSUMPTION;PLAN_01_02,policy_admin_transition_cost.transition_oneoff_gdp,admin_transition_leakage_once,registered,Existing Etapa 2.1 assumption reused; no new cost scalar is invented here.
GMI_transition_recurring_gdp,policy_admin_transition_cost,PER,,GMI,,0.00025,0.0001,0.0005,share_of_GDP,bounded_PERT,assumption_registry_existing,ASPIRE_LITERATURE_ASSUMPTION;PLAN_01_02,policy_admin_transition_cost.transition_recurring_gdp,admin_transition_leakage_once,registered,Existing Etapa 2.1 assumption reused; no new cost scalar is invented here.
MUT_admin_cost_new_gdp,policy_admin_transition_cost,PER,,MUT,,0.0006,0.0003,0.001,share_of_GDP,bounded_PERT,assumption_registry_existing,ASPIRE_LITERATURE_ASSUMPTION;PLAN_01_02,policy_admin_transition_cost.admin_cost_new_gdp,admin_transition_leakage_once,registered,Existing Etapa 2.1 assumption reused; no new cost scalar is invented here.
MUT_leakage_fixed_gdp,policy_admin_transition_cost,PER,,MUT,,5e-05,0.0,0.00015,share_of_GDP,bounded_PERT,assumption_registry_existing,ASPIRE_LITERATURE_ASSUMPTION;PLAN_01_02,policy_admin_transition_cost.leakage_fixed_gdp,admin_transition_leakage_once,registered,Existing Etapa 2.1 assumption reused; no new cost scalar is invented here.
MUT_transition_discount_rate,policy_admin_transition_cost,PER,,MUT,,0.03,0.03,0.03,annual_discount_rate,fixed,assumption_registry_existing,ASPIRE_LITERATURE_ASSUMPTION;PLAN_01_02,policy_admin_transition_cost.transition_discount_rate,admin_transition_leakage_once,registered,Existing transition convention from Etapa 2.1.
MUT_transition_horizon_years,policy_admin_transition_cost,PER,,MUT,,2.0,2.0,2.0,years,fixed,assumption_registry_existing,ASPIRE_LITERATURE_ASSUMPTION;PLAN_01_02,policy_admin_transition_cost.transition_horizon_years,admin_transition_leakage_once,registered,Existing transition convention from Etapa 2.1.
MUT_transition_oneoff_gdp,policy_admin_transition_cost,PER,,MUT,,0.0005,0.0002,0.001,share_of_GDP,bounded_PERT,assumption_registry_existing,ASPIRE_LITERATURE_ASSUMPTION;PLAN_01_02,policy_admin_transition_cost.transition_oneoff_gdp,admin_transition_leakage_once,registered,Existing Etapa 2.1 assumption reused; no new cost scalar is invented here.
MUT_transition_recurring_gdp,policy_admin_transition_cost,PER,,MUT,,5e-05,0.0,0.00015,share_of_GDP,bounded_PERT,assumption_registry_existing,ASPIRE_LITERATURE_ASSUMPTION;PLAN_01_02,policy_admin_transition_cost.transition_recurring_gdp,admin_transition_leakage_once,registered,Existing Etapa 2.1 assumption reused; no new cost scalar is invented here.
PBI_admin_cost_new_gdp,policy_admin_transition_cost,PER,,PBI,,0.0005,0.00025,0.0009,share_of_GDP,bounded_PERT,assumption_registry_existing,ASPIRE_LITERATURE_ASSUMPTION;PLAN_01_02,policy_admin_transition_cost.admin_cost_new_gdp,admin_transition_leakage_once,registered,Existing Etapa 2.1 assumption reused; no new cost scalar is invented here.
PBI_leakage_fixed_gdp,policy_admin_transition_cost,PER,,PBI,,5e-05,0.0,0.00015,share_of_GDP,bounded_PERT,assumption_registry_existing,ASPIRE_LITERATURE_ASSUMPTION;PLAN_01_02,policy_admin_transition_cost.leakage_fixed_gdp,admin_transition_leakage_once,registered,Existing Etapa 2.1 assumption reused; no new cost scalar is invented here.
PBI_transition_discount_rate,policy_admin_transition_cost,PER,,PBI,,0.03,0.03,0.03,annual_discount_rate,fixed,assumption_registry_existing,ASPIRE_LITERATURE_ASSUMPTION;PLAN_01_02,policy_admin_transition_cost.transition_discount_rate,admin_transition_leakage_once,registered,Existing transition convention from Etapa 2.1.
PBI_transition_horizon_years,policy_admin_transition_cost,PER,,PBI,,2.0,2.0,2.0,years,fixed,assumption_registry_existing,ASPIRE_LITERATURE_ASSUMPTION;PLAN_01_02,policy_admin_transition_cost.transition_horizon_years,admin_transition_leakage_once,registered,Existing transition convention from Etapa 2.1.
PBI_transition_oneoff_gdp,policy_admin_transition_cost,PER,,PBI,,0.0005,0.0002,0.001,share_of_GDP,bounded_PERT,assumption_registry_existing,ASPIRE_LITERATURE_ASSUMPTION;PLAN_01_02,policy_admin_transition_cost.transition_oneoff_gdp,admin_transition_leakage_once,registered,Existing Etapa 2.1 assumption reused; no new cost scalar is invented here.
PBI_transition_recurring_gdp,policy_admin_transition_cost,PER,,PBI,,5e-05,0.0,0.00015,share_of_GDP,bounded_PERT,assumption_registry_existing,ASPIRE_LITERATURE_ASSUMPTION;PLAN_01_02,policy_admin_transition_cost.transition_recurring_gdp,admin_transition_leakage_once,registered,Existing Etapa 2.1 assumption reused; no new cost scalar is invented here.
PEN_admin_cost_new_gdp,policy_admin_transition_cost,PER,,PEN,,0.00045,0.00025,0.0008,share_of_GDP,bounded_PERT,assumption_registry_existing,ASPIRE_LITERATURE_ASSUMPTION;PLAN_01_02,policy_admin_transition_cost.admin_cost_new_gdp,admin_transition_leakage_once,registered,Existing Etapa 2.1 assumption reused; no new cost scalar is invented here.
PEN_leakage_fixed_gdp,policy_admin_transition_cost,PER,,PEN,,8e-05,0.0,0.0002,share_of_GDP,bounded_PERT,assumption_registry_existing,ASPIRE_LITERATURE_ASSUMPTION;PLAN_01_02,policy_admin_transition_cost.leakage_fixed_gdp,admin_transition_leakage_once,registered,Existing Etapa 2.1 assumption reused; no new cost scalar is invented here.
PEN_transition_discount_rate,policy_admin_transition_cost,PER,,PEN,,0.03,0.03,0.03,annual_discount_rate,fixed,assumption_registry_existing,ASPIRE_LITERATURE_ASSUMPTION;PLAN_01_02,policy_admin_transition_cost.transition_discount_rate,admin_transition_leakage_once,registered,Existing transition convention from Etapa 2.1.
PEN_transition_horizon_years,policy_admin_transition_cost,PER,,PEN,,2.0,2.0,2.0,years,fixed,assumption_registry_existing,ASPIRE_LITERATURE_ASSUMPTION;PLAN_01_02,policy_admin_transition_cost.transition_horizon_years,admin_transition_leakage_once,registered,Existing transition convention from Etapa 2.1.
PEN_transition_oneoff_gdp,policy_admin_transition_cost,PER,,PEN,,0.0008,0.0004,0.0015,share_of_GDP,bounded_PERT,assumption_registry_existing,ASPIRE_LITERATURE_ASSUMPTION;PLAN_01_02,policy_admin_transition_cost.transition_oneoff_gdp,admin_transition_leakage_once,registered,Existing Etapa 2.1 assumption reused; no new cost scalar is invented here.
PEN_transition_recurring_gdp,policy_admin_transition_cost,PER,,PEN,,8e-05,0.0,0.0002,share_of_GDP,bounded_PERT,assumption_registry_existing,ASPIRE_LITERATURE_ASSUMPTION;PLAN_01_02,policy_admin_transition_cost.transition_recurring_gdp,admin_transition_leakage_once,registered,Existing Etapa 2.1 assumption reused; no new cost scalar is invented here.
UBI_admin_cost_new_gdp,policy_admin_transition_cost,PER,,UBI,,0.0006,0.0003,0.001,share_of_GDP,bounded_PERT,assumption_registry_existing,ASPIRE_LITERATURE_ASSUMPTION;PLAN_01_02,policy_admin_transition_cost.admin_cost_new_gdp,admin_transition_leakage_once,registered,Existing Etapa 2.1 assumption reused; no new cost scalar is invented here.
UBI_leakage_fixed_gdp,policy_admin_transition_cost,PER,,UBI,,3e-05,0.0,0.0001,share_of_GDP,bounded_PERT,assumption_registry_existing,ASPIRE_LITERATURE_ASSUMPTION;PLAN_01_02,policy_admin_transition_cost.leakage_fixed_gdp,admin_transition_leakage_once,registered,Existing Etapa 2.1 assumption reused; no new cost scalar is invented here.
UBI_transition_discount_rate,policy_admin_transition_cost,PER,,UBI,,0.03,0.03,0.03,annual_discount_rate,fixed,assumption_registry_existing,ASPIRE_LITERATURE_ASSUMPTION;PLAN_01_02,policy_admin_transition_cost.transition_discount_rate,admin_transition_leakage_once,registered,Existing transition convention from Etapa 2.1.
UBI_transition_horizon_years,policy_admin_transition_cost,PER,,UBI,,2.0,2.0,2.0,years,fixed,assumption_registry_existing,ASPIRE_LITERATURE_ASSUMPTION;PLAN_01_02,policy_admin_transition_cost.transition_horizon_years,admin_transition_leakage_once,registered,Existing transition convention from Etapa 2.1.
UBI_transition_oneoff_gdp,policy_admin_transition_cost,PER,,UBI,,0.0006,0.0003,0.0012,share_of_GDP,bounded_PERT,assumption_registry_existing,ASPIRE_LITERATURE_ASSUMPTION;PLAN_01_02,policy_admin_transition_cost.transition_oneoff_gdp,admin_transition_leakage_once,registered,Existing Etapa 2.1 assumption reused; no new cost scalar is invented here.
UBI_transition_recurring_gdp,policy_admin_transition_cost,PER,,UBI,,5e-05,0.0,0.00015,share_of_GDP,bounded_PERT,assumption_registry_existing,ASPIRE_LITERATURE_ASSUMPTION;PLAN_01_02,policy_admin_transition_cost.transition_recurring_gdp,admin_transition_leakage_once,registered,Existing Etapa 2.1 assumption reused; no new cost scalar is invented here.
chi_gmi_GMI_ideal_aggregate,policy_cost,PER,,GMI,,1.0,1.0,1.0,poverty_gap_coverage_share,fixed,policy_definition,PLAN_01_02,GMI closes measured poverty gap in aggregate ideal convention,none,registered,GMI aggregate gap-coverage parameter.
chi_gmi_GMI_loaded_aggregate,policy_cost,PER,,GMI,,1.0,1.0,1.0,poverty_gap_coverage_share,fixed,policy_definition,PLAN_01_02,GMI closes measured poverty gap in aggregate ideal convention,none,registered,GMI aggregate gap-coverage parameter.
policy_cost_gross_gdp_GMI_ideal_aggregate,policy_cost,PER,,GMI,,0.02787208043298418,0.02787208043298418,0.02787208043298418,share_of_GDP,fixed_derived,derived_from_policy_cost_anchor,PIP;WDI,GMI_ideal_aggregate: theta * poverty_gap * poverty_line_lcu * population_total,gross_vs_net_cost,registered,Gross recurring cost is the primary cost convention.
policy_cost_gross_gdp_GMI_loaded_aggregate,policy_cost,PER,,GMI,,0.04180812064947627,0.04180812064947627,0.04180812064947627,share_of_GDP,fixed_derived,derived_from_policy_cost_anchor,PIP;WDI;PLAN_01_02,GMI_loaded_aggregate: theta * poverty_gap * poverty_line_lcu * population_total,gross_vs_net_cost,registered,Gross recurring cost is the primary cost convention.
theta_target_GMI_loaded,policy_cost,PER,,GMI,,1.5,1.0,1.5,multiplicative_loading_factor,bounded_PERT,paper_policy_support,PAPER_MASTER_CALIBRATION_MATRIX;PLAN_01_02,loaded_GMI=theta_target*ideal_GMI,none,registered,Loaded aggregate GMI uses the upper support point requested for pilot reporting.
eta_MUT,policy_cost,PER,,MUT,,0.25,0.25,1.0,poverty_line_fraction,bounded_PERT,paper_policy_support,PAPER_MASTER_CALIBRATION_MATRIX;PLAN_01_02,eta_policy * poverty_line,none,registered,Policy eta ladder registered for MUT/PBI/UBI.
