parameter_name,module,country_id,baseline_value,low_value,high_value,distribution,truncation_rule,source_id,justification,double_counting_note,parameter_set_id,dataset_version,assumption_id,created_at,created_by_script,audit_status,author_approval_date,author_approval_note,is_observed,is_scenario,is_structural_unobserved,sensitivity_level,included_in_primary
epsilon_ero_L_r3,behavioral_erosion,,0.5,0.0,1.0,discrete_grid_or_bounded_PERT,declared,PLAN_02_SEC_7_4_2;PAPER_APP_FISCAL_CONVERSION,Companion mandatory for any headline result relying on r>=1; Etapa 3A only registers the grid.,behavioral_response_not_in_capital_chain,baseline-official-v3,v1.0.1-official-4c,OFFICIAL_V2_epsilon_ero_L_r3_GLOBAL___r3,2026-07-09T12:13:19.415601+00:00,materialize_official_v3_measurement_uncertainty.py,registered,,,False,False,True,baseline,True
epsilon_ero_AI_r4,behavioral_erosion,,0.5,0.0,1.0,discrete_grid_or_bounded_PERT,declared,PLAN_02_SEC_7_4_2;PAPER_APP_FISCAL_CONVERSION,Companion mandatory for any headline result relying on r>=1; Etapa 3A only registers the grid.,behavioral_response_not_in_capital_chain,baseline-official-v3,v1.0.1-official-4c,OFFICIAL_V2_epsilon_ero_AI_r4_GLOBAL___r4,2026-07-09T12:13:19.415601+00:00,materialize_official_v3_measurement_uncertainty.py,registered,,,False,False,True,baseline,True
epsilon_ero_C_r4,behavioral_erosion,,0.5,0.0,1.0,discrete_grid_or_bounded_PERT,declared,PLAN_02_SEC_7_4_2;PAPER_APP_FISCAL_CONVERSION,Companion mandatory for any headline result relying on r>=1; Etapa 3A only registers the grid.,behavioral_response_not_in_capital_chain,baseline-official-v3,v1.0.1-official-4c,OFFICIAL_V2_epsilon_ero_C_r4_GLOBAL___r4,2026-07-09T12:13:19.415601+00:00,materialize_official_v3_measurement_uncertainty.py,registered,,,False,False,True,baseline,True
epsilon_ero_K_r4,behavioral_erosion,,0.5,0.0,1.0,discrete_grid_or_bounded_PERT,declared,PLAN_02_SEC_7_4_2;PAPER_APP_FISCAL_CONVERSION,Companion mandatory for any headline result relying on r>=1; Etapa 3A only registers the grid.,behavioral_response_not_in_capital_chain,baseline-official-v3,v1.0.1-official-4c,OFFICIAL_V2_epsilon_ero_K_r4_GLOBAL___r4,2026-07-09T12:13:19.415601+00:00,materialize_official_v3_measurement_uncertainty.py,registered,,,False,False,True,baseline,True
epsilon_ero_L_r4,behavioral_erosion,,0.5,0.0,1.0,discrete_grid_or_bounded_PERT,declared,PLAN_02_SEC_7_4_2;PAPER_APP_FISCAL_CONVERSION,Companion mandatory for any headline result relying on r>=1; Etapa 3A only registers the grid.,behavioral_response_not_in_capital_chain,baseline-official-v3,v1.0.1-official-4c,OFFICIAL_V2_epsilon_ero_L_r4_GLOBAL___r4,2026-07-09T12:13:19.415601+00:00,materialize_official_v3_measurement_uncertainty.py,registered,,,False,False,True,baseline,True
lambda_AI_high,fiscal_channels_ai_rent,,0.06,0.03,0.1,bounded_PERT,declared,PAPER_APP_FISCAL_CONVERSION;PLAN_02_SEC_7_4_1,"AI-rent share is an economic scenario object, not regime-indexed. Subset convention is used, so lambda_AI_Kbase mirrors this value.",capital_profit_overlap,baseline-official-v3,v1.0.1-official-4c,OFFICIAL_V2_lambda_AI_high_GLOBAL_high__,2026-07-09T12:13:19.415601+00:00,materialize_official_v3_measurement_uncertainty.py,author_approved,2026-07-08,ratificacion del autor registrada pre-resultados,False,True,True,baseline,True
lambda_AI_low,fiscal_channels_ai_rent,,0.0,0.0,0.02,bounded_PERT,declared,PAPER_APP_FISCAL_CONVERSION;PLAN_02_SEC_7_4_1,"AI-rent share is an economic scenario object, not regime-indexed. Subset convention is used, so lambda_AI_Kbase mirrors this value.",capital_profit_overlap,baseline-official-v3,v1.0.1-official-4c,OFFICIAL_V2_lambda_AI_low_GLOBAL_low__,2026-07-09T12:13:19.415601+00:00,materialize_official_v3_measurement_uncertainty.py,author_approved,2026-07-08,ratificacion del autor registrada pre-resultados,False,True,True,baseline,True
lambda_AI_mid,fiscal_channels_ai_rent,,0.03,0.01,0.06,bounded_PERT,declared,PAPER_APP_FISCAL_CONVERSION;PLAN_02_SEC_7_4_1,"AI-rent share is an economic scenario object, not regime-indexed. Subset convention is used, so lambda_AI_Kbase mirrors this value.",capital_profit_overlap,baseline-official-v3,v1.0.1-official-4c,OFFICIAL_V2_lambda_AI_mid_GLOBAL_mid__,2026-07-09T12:13:19.415601+00:00,materialize_official_v3_measurement_uncertainty.py,author_approved,2026-07-08,ratificacion del autor registrada pre-resultados,False,True,True,baseline,True
lambda_AI_stress,fiscal_channels_ai_rent,,0.1,0.05,0.15,bounded_PERT,declared,PAPER_APP_FISCAL_CONVERSION;PLAN_02_SEC_7_4_1,"AI-rent share is an economic scenario object, not regime-indexed. Subset convention is used, so lambda_AI_Kbase mirrors this value.",capital_profit_overlap,baseline-official-v3,v1.0.1-official-4c,OFFICIAL_V2_lambda_AI_stress_GLOBAL_stress__,2026-07-09T12:13:19.415601+00:00,materialize_official_v3_measurement_uncertainty.py,author_approved,2026-07-08,ratificacion del autor registrada pre-resultados,False,True,True,baseline,True
lambda_AI_Kbase_high,fiscal_channels_capital,,0.06,0.03,0.1,derived_bounded_PERT,declared,PAPER_APP_FISCAL_CONVERSION;PLAN_02_SEC_7_4_1,Netting field for omega_K_net. This prevents counting the same AI rents in capital and AI-rent channels.,capital_profit_overlap,baseline-official-v3,v1.0.1-official-4c,OFFICIAL_V2_lambda_AI_Kbase_high_GLOBAL_high__,2026-07-09T12:13:19.415601+00:00,materialize_official_v3_measurement_uncertainty.py,registered,,,False,True,True,baseline,True
lambda_AI_Kbase_low,fiscal_channels_capital,,0.0,0.0,0.02,derived_bounded_PERT,declared,PAPER_APP_FISCAL_CONVERSION;PLAN_02_SEC_7_4_1,Netting field for omega_K_net. This prevents counting the same AI rents in capital and AI-rent channels.,capital_profit_overlap,baseline-official-v3,v1.0.1-official-4c,OFFICIAL_V2_lambda_AI_Kbase_low_GLOBAL_low__,2026-07-09T12:13:19.415601+00:00,materialize_official_v3_measurement_uncertainty.py,registered,,,False,True,True,baseline,True
lambda_AI_Kbase_mid,fiscal_channels_capital,,0.03,0.01,0.06,derived_bounded_PERT,declared,PAPER_APP_FISCAL_CONVERSION;PLAN_02_SEC_7_4_1,Netting field for omega_K_net. This prevents counting the same AI rents in capital and AI-rent channels.,capital_profit_overlap,baseline-official-v3,v1.0.1-official-4c,OFFICIAL_V2_lambda_AI_Kbase_mid_GLOBAL_mid__,2026-07-09T12:13:19.415601+00:00,materialize_official_v3_measurement_uncertainty.py,registered,,,False,True,True,baseline,True
lambda_AI_Kbase_stress,fiscal_channels_capital,,0.1,0.05,0.15,derived_bounded_PERT,declared,PAPER_APP_FISCAL_CONVERSION;PLAN_02_SEC_7_4_1,Netting field for omega_K_net. This prevents counting the same AI rents in capital and AI-rent channels.,capital_profit_overlap,baseline-official-v3,v1.0.1-official-4c,OFFICIAL_V2_lambda_AI_Kbase_stress_GLOBAL_stress__,2026-07-09T12:13:19.415601+00:00,materialize_official_v3_measurement_uncertainty.py,registered,,,False,True,True,baseline,True
base_broadening_delta_r0,fiscal_regime,,0.0,0.0,0.0,fixed,declared,PLAN_02_SEC_15_1;PAPER_APP_FISCAL_CONVERSION,Registered for regime audit. Primary effective-rate convention does not apply base-side and rate-side margins twice.,base_vs_rate_same_margin,baseline-official-v3,v1.0.1-official-4c,OFFICIAL_V2_base_broadening_delta_r0_GLOBAL___r0,2026-07-09T12:13:19.415601+00:00,materialize_official_v3_measurement_uncertainty.py,registered,,,False,True,True,baseline,True
leakage_multiplier_r0,fiscal_regime,,1.0,0.85,1.0,fixed,declared,PLAN_02_SEC_15_1,Only a pre-run ordered scalar for later engine use; leakage is not subtracted here.,leakage_vs_technology_shifting,baseline-official-v3,v1.0.1-official-4c,OFFICIAL_V2_leakage_multiplier_r0_GLOBAL___r0,2026-07-09T12:13:19.415601+00:00,materialize_official_v3_measurement_uncertainty.py,registered,,,False,True,True,baseline,True
tau_AI_eff_r0,fiscal_regime,,0.0,0.0,0.0,fixed,declared,PLAN_02_SEC_15_1;PAPER_APP_FISCAL_CONVERSION,Status quo and non-rent regimes have zero AI rent capture.,ai_rent_capture_without_lambda,baseline-official-v3,v1.0.1-official-4c,OFFICIAL_V2_tau_AI_eff_r0_GLOBAL___r0,2026-07-09T12:13:19.415601+00:00,materialize_official_v3_measurement_uncertainty.py,registered,,,False,True,True,baseline,True
tau_C_relative_delta_r0,fiscal_regime,,0.0,0.0,0.0,fixed,declared,PLAN_02_SEC_15_1;PAPER_APP_FISCAL_CONVERSION;brollo2024fiscal,Mechanical reform-regime delta for pre-run calibration; no behavioral result is computed here.,regime_mechanical_upper_bound,baseline-official-v3,v1.0.1-official-4c,OFFICIAL_V2_tau_C_relative_delta_r0_GLOBAL___r0,2026-07-09T12:13:19.415601+00:00,materialize_official_v3_measurement_uncertainty.py,registered,,,False,True,True,baseline,True
tau_K_relative_delta_r0,fiscal_regime,,0.0,0.0,0.0,fixed,declared,PLAN_02_SEC_15_1;PAPER_APP_FISCAL_CONVERSION;brollo2024fiscal,Mechanical reform-regime delta for pre-run calibration; no behavioral result is computed here.,regime_mechanical_upper_bound,baseline-official-v3,v1.0.1-official-4c,OFFICIAL_V2_tau_K_relative_delta_r0_GLOBAL___r0,2026-07-09T12:13:19.415601+00:00,materialize_official_v3_measurement_uncertainty.py,registered,,,False,True,True,baseline,True
tau_L_relative_delta_r0,fiscal_regime,,0.0,0.0,0.0,fixed,declared,PLAN_02_SEC_15_1;PAPER_APP_FISCAL_CONVERSION;brollo2024fiscal,Mechanical reform-regime delta for pre-run calibration; no behavioral result is computed here.,regime_mechanical_upper_bound,baseline-official-v3,v1.0.1-official-4c,OFFICIAL_V2_tau_L_relative_delta_r0_GLOBAL___r0,2026-07-09T12:13:19.415601+00:00,materialize_official_v3_measurement_uncertainty.py,registered,,,False,True,True,baseline,True
base_broadening_delta_r1,fiscal_regime,,0.05,0.02,0.08,bounded_PERT,declared,PLAN_02_SEC_15_1;PAPER_APP_FISCAL_CONVERSION,Registered for regime audit. Primary effective-rate convention does not apply base-side and rate-side margins twice.,base_vs_rate_same_margin,baseline-official-v3,v1.0.1-official-4c,OFFICIAL_V2_base_broadening_delta_r1_GLOBAL___r1,2026-07-09T12:13:19.415601+00:00,materialize_official_v3_measurement_uncertainty.py,author_approved,2026-07-08,ratificacion del autor registrada pre-resultados,False,True,True,baseline,True
leakage_multiplier_r1,fiscal_regime,,0.75,0.6,0.9,bounded_PERT,declared,PLAN_02_SEC_15_1,Only a pre-run ordered scalar for later engine use; leakage is not subtracted here.,leakage_vs_technology_shifting,baseline-official-v3,v1.0.1-official-4c,OFFICIAL_V2_leakage_multiplier_r1_GLOBAL___r1,2026-07-09T12:13:19.415601+00:00,materialize_official_v3_measurement_uncertainty.py,author_approved,2026-07-08,ratificacion del autor registrada pre-resultados,False,True,True,baseline,True
tau_AI_eff_r1,fiscal_regime,,0.0,0.0,0.0,fixed,declared,PLAN_02_SEC_15_1;PAPER_APP_FISCAL_CONVERSION,Status quo and non-rent regimes have zero AI rent capture.,ai_rent_capture_without_lambda,baseline-official-v3,v1.0.1-official-4c,OFFICIAL_V2_tau_AI_eff_r1_GLOBAL___r1,2026-07-09T12:13:19.415601+00:00,materialize_official_v3_measurement_uncertainty.py,registered,,,False,True,True,baseline,True
tau_C_relative_delta_r1,fiscal_regime,,0.1,0.05,0.15,bounded_PERT,declared,PLAN_02_SEC_15_1;PAPER_APP_FISCAL_CONVERSION;brollo2024fiscal,Mechanical reform-regime delta for pre-run calibration; no behavioral result is computed here.,regime_mechanical_upper_bound,baseline-official-v3,v1.0.1-official-4c,OFFICIAL_V2_tau_C_relative_delta_r1_GLOBAL___r1,2026-07-09T12:13:19.415601+00:00,materialize_official_v3_measurement_uncertainty.py,author_approved,2026-07-08,ratificacion del autor registrada pre-resultados,False,True,True,baseline,True
tau_K_relative_delta_r1,fiscal_regime,,0.1,0.05,0.15,bounded_PERT,declared,PLAN_02_SEC_15_1;PAPER_APP_FISCAL_CONVERSION;brollo2024fiscal,Mechanical reform-regime delta for pre-run calibration; no behavioral result is computed here.,regime_mechanical_upper_bound,baseline-official-v3,v1.0.1-official-4c,OFFICIAL_V2_tau_K_relative_delta_r1_GLOBAL___r1,2026-07-09T12:13:19.415601+00:00,materialize_official_v3_measurement_uncertainty.py,author_approved,2026-07-08,ratificacion del autor registrada pre-resultados,False,True,True,baseline,True
tau_L_relative_delta_r1,fiscal_regime,,0.1,0.05,0.15,bounded_PERT,declared,PLAN_02_SEC_15_1;PAPER_APP_FISCAL_CONVERSION;brollo2024fiscal,Mechanical reform-regime delta for pre-run calibration; no behavioral result is computed here.,regime_mechanical_upper_bound,baseline-official-v3,v1.0.1-official-4c,OFFICIAL_V2_tau_L_relative_delta_r1_GLOBAL___r1,2026-07-09T12:13:19.415601+00:00,materialize_official_v3_measurement_uncertainty.py,author_approved,2026-07-08,ratificacion del autor registrada pre-resultados,False,True,True,baseline,True
base_broadening_delta_r2,fiscal_regime,,0.1,0.05,0.2,bounded_PERT,declared,PLAN_02_SEC_15_1;PAPER_APP_FISCAL_CONVERSION,Registered for regime audit. Primary effective-rate convention does not apply base-side and rate-side margins twice.,base_vs_rate_same_margin,baseline-official-v3,v1.0.1-official-4c,OFFICIAL_V2_base_broadening_delta_r2_GLOBAL___r2,2026-07-09T12:13:19.415601+00:00,materialize_official_v3_measurement_uncertainty.py,author_approved,2026-07-08,ratificacion del autor registrada pre-resultados,False,True,True,baseline,True
leakage_multiplier_r2,fiscal_regime,,0.75,0.6,0.9,bounded_PERT,declared,PLAN_02_SEC_15_1,Only a pre-run ordered scalar for later engine use; leakage is not subtracted here.,leakage_vs_technology_shifting,baseline-official-v3,v1.0.1-official-4c,OFFICIAL_V2_leakage_multiplier_r2_GLOBAL___r2,2026-07-09T12:13:19.415601+00:00,materialize_official_v3_measurement_uncertainty.py,author_approved,2026-07-08,ratificacion del autor registrada pre-resultados,False,True,True,baseline,True
tau_AI_eff_r2,fiscal_regime,,0.0,0.0,0.0,fixed,declared,PLAN_02_SEC_15_1;PAPER_APP_FISCAL_CONVERSION,Status quo and non-rent regimes have zero AI rent capture.,ai_rent_capture_without_lambda,baseline-official-v3,v1.0.1-official-4c,OFFICIAL_V2_tau_AI_eff_r2_GLOBAL___r2,2026-07-09T12:13:19.415601+00:00,materialize_official_v3_measurement_uncertainty.py,registered,,,False,True,True,baseline,True
tau_C_relative_delta_r2,fiscal_regime,,0.15,0.1,0.25,bounded_PERT,declared,PLAN_02_SEC_15_1;PAPER_APP_FISCAL_CONVERSION;brollo2024fiscal,Mechanical reform-regime delta for pre-run calibration; no behavioral result is computed here.,regime_mechanical_upper_bound,baseline-official-v3,v1.0.1-official-4c,OFFICIAL_V2_tau_C_relative_delta_r2_GLOBAL___r2,2026-07-09T12:13:19.415601+00:00,materialize_official_v3_measurement_uncertainty.py,author_approved,2026-07-08,ratificacion del autor registrada pre-resultados,False,True,True,baseline,True
tau_K_relative_delta_r2,fiscal_regime,,0.15,0.1,0.25,bounded_PERT,declared,PLAN_02_SEC_15_1;PAPER_APP_FISCAL_CONVERSION;brollo2024fiscal,Mechanical reform-regime delta for pre-run calibration; no behavioral result is computed here.,regime_mechanical_upper_bound,baseline-official-v3,v1.0.1-official-4c,OFFICIAL_V2_tau_K_relative_delta_r2_GLOBAL___r2,2026-07-09T12:13:19.415601+00:00,materialize_official_v3_measurement_uncertainty.py,author_approved,2026-07-08,ratificacion del autor registrada pre-resultados,False,True,True,baseline,True
tau_L_relative_delta_r2,fiscal_regime,,0.15,0.1,0.25,bounded_PERT,declared,PLAN_02_SEC_15_1;PAPER_APP_FISCAL_CONVERSION;brollo2024fiscal,Mechanical reform-regime delta for pre-run calibration; no behavioral result is computed here.,regime_mechanical_upper_bound,baseline-official-v3,v1.0.1-official-4c,OFFICIAL_V2_tau_L_relative_delta_r2_GLOBAL___r2,2026-07-09T12:13:19.415601+00:00,materialize_official_v3_measurement_uncertainty.py,author_approved,2026-07-08,ratificacion del autor registrada pre-resultados,False,True,True,baseline,True
base_broadening_delta_r3,fiscal_regime,,0.05,0.02,0.08,bounded_PERT,declared,PLAN_02_SEC_15_1;PAPER_APP_FISCAL_CONVERSION,Registered for regime audit. Primary effective-rate convention does not apply base-side and rate-side margins twice.,base_vs_rate_same_margin,baseline-official-v3,v1.0.1-official-4c,OFFICIAL_V2_base_broadening_delta_r3_GLOBAL___r3,2026-07-09T12:13:19.415601+00:00,materialize_official_v3_measurement_uncertainty.py,author_approved,2026-07-08,ratificacion del autor registrada pre-resultados,False,True,True,baseline,True
leakage_multiplier_r3,fiscal_regime,,0.9,0.75,1.0,bounded_PERT,declared,PLAN_02_SEC_15_1,Only a pre-run ordered scalar for later engine use; leakage is not subtracted here.,leakage_vs_technology_shifting,baseline-official-v3,v1.0.1-official-4c,OFFICIAL_V2_leakage_multiplier_r3_GLOBAL___r3,2026-07-09T12:13:19.415601+00:00,materialize_official_v3_measurement_uncertainty.py,author_approved,2026-07-08,ratificacion del autor registrada pre-resultados,False,True,True,baseline,True
tau_AI_eff_r3,fiscal_regime,,0.05,0.02,0.1,bounded_PERT,declared,PLAN_02_SEC_15_1;PAPER_APP_FISCAL_CONVERSION,Status quo and non-rent regimes have zero AI rent capture.,ai_rent_capture_without_lambda,baseline-official-v3,v1.0.1-official-4c,OFFICIAL_V2_tau_AI_eff_r3_GLOBAL___r3,2026-07-09T12:13:19.415601+00:00,materialize_official_v3_measurement_uncertainty.py,author_approved,2026-07-08,ratificacion del autor registrada pre-resultados,False,True,True,baseline,True
tau_C_relative_delta_r3,fiscal_regime,,0.0,0.0,0.1,bounded_PERT,declared,PLAN_02_SEC_15_1;PAPER_APP_FISCAL_CONVERSION;brollo2024fiscal,Mechanical reform-regime delta for pre-run calibration; no behavioral result is computed here.,regime_mechanical_upper_bound,baseline-official-v3,v1.0.1-official-4c,OFFICIAL_V2_tau_C_relative_delta_r3_GLOBAL___r3,2026-07-09T12:13:19.415601+00:00,materialize_official_v3_measurement_uncertainty.py,author_approved,2026-07-08,ratificacion del autor registrada pre-resultados,False,True,True,baseline,True
tau_K_relative_delta_r3,fiscal_regime,,0.0,0.0,0.1,bounded_PERT,declared,PLAN_02_SEC_15_1;PAPER_APP_FISCAL_CONVERSION;brollo2024fiscal,Mechanical reform-regime delta for pre-run calibration; no behavioral result is computed here.,regime_mechanical_upper_bound,baseline-official-v3,v1.0.1-official-4c,OFFICIAL_V2_tau_K_relative_delta_r3_GLOBAL___r3,2026-07-09T12:13:19.415601+00:00,materialize_official_v3_measurement_uncertainty.py,author_approved,2026-07-08,ratificacion del autor registrada pre-resultados,False,True,True,baseline,True
tau_L_relative_delta_r3,fiscal_regime,,0.0,0.0,0.1,bounded_PERT,declared,PLAN_02_SEC_15_1;PAPER_APP_FISCAL_CONVERSION;brollo2024fiscal,Mechanical reform-regime delta for pre-run calibration; no behavioral result is computed here.,regime_mechanical_upper_bound,baseline-official-v3,v1.0.1-official-4c,OFFICIAL_V2_tau_L_relative_delta_r3_GLOBAL___r3,2026-07-09T12:13:19.415601+00:00,materialize_official_v3_measurement_uncertainty.py,author_approved,2026-07-08,ratificacion del autor registrada pre-resultados,False,True,True,baseline,True
base_broadening_delta_r4,fiscal_regime,,0.2,0.1,0.3,bounded_PERT,declared,PLAN_02_SEC_15_1;PAPER_APP_FISCAL_CONVERSION,Registered for regime audit. Primary effective-rate convention does not apply base-side and rate-side margins twice.,base_vs_rate_same_margin,baseline-official-v3,v1.0.1-official-4c,OFFICIAL_V2_base_broadening_delta_r4_GLOBAL___r4,2026-07-09T12:13:19.415601+00:00,materialize_official_v3_measurement_uncertainty.py,author_approved,2026-07-08,ratificacion del autor registrada pre-resultados,False,True,True,baseline,True
leakage_multiplier_r4,fiscal_regime,,0.5,0.35,0.65,bounded_PERT,declared,PLAN_02_SEC_15_1,Only a pre-run ordered scalar for later engine use; leakage is not subtracted here.,leakage_vs_technology_shifting,baseline-official-v3,v1.0.1-official-4c,OFFICIAL_V2_leakage_multiplier_r4_GLOBAL___r4,2026-07-09T12:13:19.415601+00:00,materialize_official_v3_measurement_uncertainty.py,author_approved,2026-07-08,ratificacion del autor registrada pre-resultados,False,True,True,baseline,True
tau_AI_eff_r4,fiscal_regime,,0.08,0.04,0.15,bounded_PERT,declared,PLAN_02_SEC_15_1;PAPER_APP_FISCAL_CONVERSION,Status quo and non-rent regimes have zero AI rent capture.,ai_rent_capture_without_lambda,baseline-official-v3,v1.0.1-official-4c,OFFICIAL_V2_tau_AI_eff_r4_GLOBAL___r4,2026-07-09T12:13:19.415601+00:00,materialize_official_v3_measurement_uncertainty.py,author_approved,2026-07-08,ratificacion del autor registrada pre-resultados,False,True,True,baseline,True
tau_C_relative_delta_r4,fiscal_regime,,0.25,0.15,0.35,bounded_PERT,declared,PLAN_02_SEC_15_1;PAPER_APP_FISCAL_CONVERSION;brollo2024fiscal,Mechanical reform-regime delta for pre-run calibration; no behavioral result is computed here.,regime_mechanical_upper_bound,baseline-official-v3,v1.0.1-official-4c,OFFICIAL_V2_tau_C_relative_delta_r4_GLOBAL___r4,2026-07-09T12:13:19.415601+00:00,materialize_official_v3_measurement_uncertainty.py,author_approved,2026-07-08,ratificacion del autor registrada pre-resultados,False,True,True,baseline,True
tau_K_relative_delta_r4,fiscal_regime,,0.25,0.15,0.35,bounded_PERT,declared,PLAN_02_SEC_15_1;PAPER_APP_FISCAL_CONVERSION;brollo2024fiscal,Mechanical reform-regime delta for pre-run calibration; no behavioral result is computed here.,regime_mechanical_upper_bound,baseline-official-v3,v1.0.1-official-4c,OFFICIAL_V2_tau_K_relative_delta_r4_GLOBAL___r4,2026-07-09T12:13:19.415601+00:00,materialize_official_v3_measurement_uncertainty.py,author_approved,2026-07-08,ratificacion del autor registrada pre-resultados,False,True,True,baseline,True
tau_L_relative_delta_r4,fiscal_regime,,0.25,0.15,0.35,bounded_PERT,declared,PLAN_02_SEC_15_1;PAPER_APP_FISCAL_CONVERSION;brollo2024fiscal,Mechanical reform-regime delta for pre-run calibration; no behavioral result is computed here.,regime_mechanical_upper_bound,baseline-official-v3,v1.0.1-official-4c,OFFICIAL_V2_tau_L_relative_delta_r4_GLOBAL___r4,2026-07-09T12:13:19.415601+00:00,materialize_official_v3_measurement_uncertainty.py,author_approved,2026-07-08,ratificacion del autor registrada pre-resultados,False,True,True,baseline,True
frontier_benchmark_avg_adoption_proxy,frontier_benchmark,,0.1517625,0.1517625,0.1517625,fixed_observed_average,declared,FRONTIER_BENCHMARK,Used only to calibrate q_use_target prior and document benchmark choice; s_frontier_score is computed in 3B.,none,baseline-official-v3,v1.0.1-official-4c,OFFICIAL_V2_frontier_benchmark_avg_adoption_proxy_GLOBAL___,2026-07-09T12:13:19.415601+00:00,materialize_official_v3_measurement_uncertainty.py,registered,,,False,False,True,baseline,True
frontier_benchmark_avg_aipi,frontier_benchmark,,0.6734721666666669,0.6734721666666669,0.6734721666666669,fixed_observed_average,0_to_1,IMF_AIPI_DATA360;FRONTIER_BENCHMARK,Population-consistency scalar for q_use_target prior.,none,baseline-official-v3,v1.0.1-official-4c,OFFICIAL_V2_frontier_benchmark_avg_aipi_GLOBAL___,2026-07-09T12:13:19.415601+00:00,materialize_official_v3_measurement_uncertainty.py,registered,,,False,False,True,baseline,True
frontier_benchmark_member_count,frontier_benchmark,,24.0,24.0,24.0,fixed,declared,FRONTIER_BENCHMARK;PAPER_SEC_10_6;PLAN_02_SEC_10_6,Benchmark chosen as OECD/advanced Eurostat economies available in isoc_eb_ai because phi_mid is disciplined by OECD micro-to-macro evidence.,none,baseline-official-v3,v1.0.1-official-4c,OFFICIAL_V2_frontier_benchmark_member_count_GLOBAL___,2026-07-09T12:13:19.415601+00:00,materialize_official_v3_measurement_uncertainty.py,registered,,,False,False,True,baseline,True
I_ceiling_informality,adoption_translation,PER,0.6746800000000001,0.0,1.0,bounded_PERT,0_to_1,ILOSTAT,Same observed informality used for adoption ceiling.,none,baseline-official-v3,v1.0.1-official-4c,OFFICIAL_V2_I_ceiling_informality_PER___,2026-07-09T12:13:19.415601+00:00,materialize_official_v3_measurement_uncertainty.py,registered,,,False,False,True,baseline,True
LS_labor_share,fiscal_channels,PER,0.447212278842926,0.447212278842926,0.447212278842926,fixed,0_to_1,PWT_10_01,PWT labor share carried forward to 2024.,none,baseline-official-v3,v1.0.1-official-4c,OFFICIAL_V2_LS_labor_share_PER___,2026-07-09T12:13:19.415601+00:00,materialize_official_v3_measurement_uncertainty.py,registered,,,False,False,True,baseline,True
E_aug,fiscal_channels,PER,0.11,0.08,0.14,bounded_PERT,0_to_1,PLAN_01_02,No automation/augmentation split in snapshot; augmentation uses LAC productive-exposure fallback.,none,baseline-official-v3,v1.0.1-official-4c,OFFICIAL_V2_E_aug_PER___,2026-07-09T12:13:19.415601+00:00,materialize_official_v3_measurement_uncertainty.py,author_approved,2026-07-08,ratificacion del autor registrada pre-resultados,False,False,True,baseline,True
RST,fiscal_channels,PER,0.39759036144578314,0.0,1.0,bounded_PERT,0_to_1,IMF_AIPI_DATA360;PLAN_01_SEC_14_6,"RST proxy uses AIPI human_capital_labor residualized on total AIPI over the international AIPI sample, then percentile-ranked.",none,baseline-official-v3,v1.0.1-official-4c,OFFICIAL_V2_RST_PER___,2026-07-09T12:13:19.415601+00:00,materialize_official_v3_measurement_uncertainty.py,author_approved,2026-07-08,ratificacion del autor registrada pre-resultados,False,False,True,baseline,True
tau_L_disp,fiscal_channels,PER,0.0804966095753286,0.0804966095753286,0.0804966095753286,fixed,0_to_1,OECD_REVSTAT_LAC;PWT_10_01,Disposable labor rate frozen at r0 observed effective labor rate.,none,baseline-official-v3,v1.0.1-official-4c,OFFICIAL_V2_tau_L_disp_PER___,2026-07-09T12:13:19.415601+00:00,materialize_official_v3_measurement_uncertainty.py,registered,,,False,True,True,baseline,True
tau_K_disp,fiscal_channels,PER,0.0679185390505772,0.0679185390505772,0.0679185390505772,fixed,0_to_1,OECD_REVSTAT_LAC;PWT_10_01,Disposable capital rate frozen at r0 observed effective capital rate.,none,baseline-official-v3,v1.0.1-official-4c,OFFICIAL_V2_tau_K_disp_PER___,2026-07-09T12:13:19.415601+00:00,materialize_official_v3_measurement_uncertainty.py,registered,,,False,True,True,baseline,True
tau_C_disp,fiscal_channels,PER,0.08476226759934355,0.08476226759934355,0.08476226759934355,fixed,0_to_1,OECD_REVSTAT_LAC;WDI,"Observed consumption effective tax rate; MFC uses regime-indexed rate, disposable chain freezes r0.",none,baseline-official-v3,v1.0.1-official-4c,OFFICIAL_V2_tau_C_disp_PER___,2026-07-09T12:13:19.415601+00:00,materialize_official_v3_measurement_uncertainty.py,registered,,,False,True,True,baseline,True
mpc_W,fiscal_channels,PER,0.7418444417661,0.5918444417661,0.8418444417661,bounded_PERT,0_to_1,WDI;PAPER_APP_FISCAL_CONVERSION,Final-consumption/GDP share as transparent proxy for labor-income MPC.,none,baseline-official-v3,v1.0.1-official-4c,OFFICIAL_V2_mpc_W_PER___,2026-07-09T12:13:19.415601+00:00,materialize_official_v3_measurement_uncertainty.py,author_approved,2026-07-08,ratificacion del autor registrada pre-resultados,False,False,True,baseline,True
mpc_Pi,fiscal_channels,PER,0.37092222088305,0.22092222088305,0.52092222088305,bounded_PERT,0_to_1,WDI;PAPER_APP_FISCAL_CONVERSION,Profit-income MPC proxy set below labor-income proxy.,none,baseline-official-v3,v1.0.1-official-4c,OFFICIAL_V2_mpc_Pi_PER___,2026-07-09T12:13:19.415601+00:00,materialize_official_v3_measurement_uncertainty.py,author_approved,2026-07-08,ratificacion del autor registrada pre-resultados,False,False,True,baseline,True
