parameter_set_id,name,module,country_id,scenario_id,policy_id,regime_code,value_type,unit,baseline_value,low_value,high_value,support_type,source_id,formula_id,distribution,truncation_rule,primary_spec_flag,robustness_flag,stress_flag,double_counting_risk,double_counting_note,audit_status,notes,is_lac_fallback,assumption_id,dataset_version,build_id,created_at,created_by_script,author_approval_date,author_approval_note
baseline-official-v2,psi_shift,fiscal_channels,PER,,,,calibrated_parameter,share,0.15,0.0,0.3,official_4c_country_specific,PAPER_APP_FISCAL_CONVERSION;PLAN_02_SEC_10_8,Ordinary shifting of incremental capital base; central conservative-moderate; zero only favorable labeled variant.,bounded_PERT,0_to_1,True,False,False,none,none,author_approved,Ordinary shifting of incremental capital base; central conservative-moderate; zero only favorable labeled variant.,False,OFFICIAL_V2_psi_shift_PER___,v1.0.1-official-4c,v1.0.1-official-4c-anchors-20260709T110732Z-baseline-official-v2-author-approved,2026-07-09T11:07:42.599055+00:00,materialize_official_v2_author_signature.py,2026-07-08,ratificacion del autor registrada pre-resultados
baseline-official-v2,E_aug,fiscal_channels,CHL,,,,calibrated_parameter,share,0.11,0.08,0.14,official_4c_country_specific,PLAN_01_02,No automation/augmentation split in snapshot; augmentation uses LAC productive-exposure fallback.,bounded_PERT,0_to_1,True,False,False,none,none,author_approved,No automation/augmentation split in snapshot; augmentation uses LAC productive-exposure fallback.,True,OFFICIAL_V2_E_aug_CHL___,v1.0.1-official-4c,v1.0.1-official-4c-anchors-20260709T110732Z-baseline-official-v2-author-approved,2026-07-09T11:07:42.599055+00:00,materialize_official_v2_author_signature.py,2026-07-08,ratificacion del autor registrada pre-resultados
baseline-official-v2,RST,fiscal_channels,CHL,,,,calibrated_parameter,index_0_to_1,0.5,0.0,1.0,official_4c_country_specific,IMF_AIPI_DATA360;PLAN_01_SEC_14_6,"RST proxy uses AIPI human_capital_labor residualized on total AIPI over the international AIPI sample, then percentile-ranked.",bounded_PERT,0_to_1,True,False,False,none,none,author_approved,"RST proxy uses AIPI human_capital_labor residualized on total AIPI over the international AIPI sample, then percentile-ranked.",False,OFFICIAL_V2_RST_CHL___,v1.0.1-official-4c,v1.0.1-official-4c-anchors-20260709T110732Z-baseline-official-v2-author-approved,2026-07-09T11:07:42.599055+00:00,materialize_official_v2_author_signature.py,2026-07-08,ratificacion del autor registrada pre-resultados
baseline-official-v2,mpc_W,fiscal_channels,CHL,,,,calibrated_parameter,share,0.7337433879854539,0.5837433879854539,0.8337433879854539,official_4c_country_specific,WDI;PAPER_APP_FISCAL_CONVERSION,Final-consumption/GDP share as transparent proxy for labor-income MPC.,bounded_PERT,0_to_1,True,False,False,none,none,author_approved,Final-consumption/GDP share as transparent proxy for labor-income MPC.,False,OFFICIAL_V2_mpc_W_CHL___,v1.0.1-official-4c,v1.0.1-official-4c-anchors-20260709T110732Z-baseline-official-v2-author-approved,2026-07-09T11:07:42.599055+00:00,materialize_official_v2_author_signature.py,2026-07-08,ratificacion del autor registrada pre-resultados
baseline-official-v2,mpc_Pi,fiscal_channels,CHL,,,,calibrated_parameter,share,0.36687169399272695,0.21687169399272696,0.5168716939927269,official_4c_country_specific,WDI;PAPER_APP_FISCAL_CONVERSION,Profit-income MPC proxy set below labor-income proxy.,bounded_PERT,0_to_1,True,False,False,none,none,author_approved,Profit-income MPC proxy set below labor-income proxy.,False,OFFICIAL_V2_mpc_Pi_CHL___,v1.0.1-official-4c,v1.0.1-official-4c-anchors-20260709T110732Z-baseline-official-v2-author-approved,2026-07-09T11:07:42.599055+00:00,materialize_official_v2_author_signature.py,2026-07-08,ratificacion del autor registrada pre-resultados
baseline-official-v2,mpc_R,fiscal_channels,CHL,,,,calibrated_parameter,share,0.5503075409890904,0.4003075409890904,0.7003075409890904,official_4c_country_specific,WDI;PAPER_APP_FISCAL_CONVERSION,Residual-income MPC proxy between labor and profit proxies.,bounded_PERT,0_to_1,True,False,False,none,none,author_approved,Residual-income MPC proxy between labor and profit proxies.,False,OFFICIAL_V2_mpc_R_CHL___,v1.0.1-official-4c,v1.0.1-official-4c-anchors-20260709T110732Z-baseline-official-v2-author-approved,2026-07-09T11:07:42.599055+00:00,materialize_official_v2_author_signature.py,2026-07-08,ratificacion del autor registrada pre-resultados
baseline-official-v2,nu_A,adoption_translation,CHL,,,,calibrated_parameter,coefficient,1.0,0.25,2.0,official_4c_country_specific,PLAN_02_SEC_7_3,Preparedness coefficient; inert in frozen baseline because mu is inverted to target.,bounded_PERT,declared,True,False,False,none,none,author_approved,Preparedness coefficient; inert in frozen baseline because mu is inverted to target.,False,OFFICIAL_V2_nu_A_CHL___,v1.0.1-official-4c,v1.0.1-official-4c-anchors-20260709T110732Z-baseline-official-v2-author-approved,2026-07-09T11:07:42.599055+00:00,materialize_official_v2_author_signature.py,2026-07-08,ratificacion del autor registrada pre-resultados
baseline-official-v2,nu_I,adoption_translation,CHL,,,,calibrated_parameter,coefficient,0.5,0.0,1.0,official_4c_country_specific,PLAN_02_SEC_7_3,Informality coefficient; inert in frozen baseline because mu is inverted to target.,bounded_PERT,declared,True,False,False,none,none,author_approved,Informality coefficient; inert in frozen baseline because mu is inverted to target.,False,OFFICIAL_V2_nu_I_CHL___,v1.0.1-official-4c,v1.0.1-official-4c-anchors-20260709T110732Z-baseline-official-v2-author-approved,2026-07-09T11:07:42.599055+00:00,materialize_official_v2_author_signature.py,2026-07-08,ratificacion del autor registrada pre-resultados
baseline-official-v2,nu_G,adoption_translation,CHL,,,,calibrated_parameter,coefficient,0.5,0.0,1.0,official_4c_country_specific,PLAN_02_SEC_7_3,Gap coefficient; inert in frozen baseline because mu is inverted to target.,bounded_PERT,declared,True,False,False,none,none,author_approved,Gap coefficient; inert in frozen baseline because mu is inverted to target.,False,OFFICIAL_V2_nu_G_CHL___,v1.0.1-official-4c,v1.0.1-official-4c-anchors-20260709T110732Z-baseline-official-v2-author-approved,2026-07-09T11:07:42.599055+00:00,materialize_official_v2_author_signature.py,2026-07-08,ratificacion del autor registrada pre-resultados
baseline-official-v2,omega_I,adoption_translation,CHL,,,,calibrated_parameter,coefficient,0.5,0.25,0.75,official_4c_country_specific,PLAN_02_SEC_7_3,Informality ceiling penalty; omega_I<1 is the paper economic restriction.,bounded_PERT,declared,True,False,False,none,none,author_approved,Informality ceiling penalty; omega_I<1 is the paper economic restriction.,False,OFFICIAL_V2_omega_I_CHL___,v1.0.1-official-4c,v1.0.1-official-4c-anchors-20260709T110732Z-baseline-official-v2-author-approved,2026-07-09T11:07:42.599055+00:00,materialize_official_v2_author_signature.py,2026-07-08,ratificacion del autor registrada pre-resultados
baseline-official-v2,omega_G,adoption_translation,CHL,,,,calibrated_parameter,coefficient,0.5,0.25,0.75,official_4c_country_specific,PLAN_02_SEC_7_3,"Digital-gap ceiling penalty, now based on excluded coverage+speed Gap.",bounded_PERT,declared,True,False,False,none,none,author_approved,"Digital-gap ceiling penalty, now based on excluded coverage+speed Gap.",False,OFFICIAL_V2_omega_G_CHL___,v1.0.1-official-4c,v1.0.1-official-4c-anchors-20260709T110732Z-baseline-official-v2-author-approved,2026-07-09T11:07:42.599055+00:00,materialize_official_v2_author_signature.py,2026-07-08,ratificacion del autor registrada pre-resultados
baseline-official-v2,chi_Kbase,fiscal_channels,CHL,,,,calibrated_parameter,share,0.7,0.55,0.85,official_4c_country_specific,AUTHOR_REVIEW_PENDING_NATIONAL_ACCOUNTS;PLAN_02_SEC_7_4_1,Share of non-labor surplus that is corporate taxable base; 1.0 only favorable variant.,bounded_PERT,0_to_1,True,False,False,none,none,author_approved,Share of non-labor surplus that is corporate taxable base; 1.0 only favorable variant.,False,OFFICIAL_V2_chi_Kbase_CHL___,v1.0.1-official-4c,v1.0.1-official-4c-anchors-20260709T110732Z-baseline-official-v2-author-approved,2026-07-09T11:07:42.599055+00:00,materialize_official_v2_author_signature.py,2026-07-08,ratificacion del autor registrada pre-resultados
baseline-official-v2,chi_dom,fiscal_channels,CHL,,,,calibrated_parameter,share,0.95,0.85,1.0,official_4c_country_specific,AUTHOR_REVIEW_PENDING_NATIONAL_ACCOUNTS;PLAN_02_SEC_7_4_1,Domestic share of incremental corporate base.,bounded_PERT,0_to_1,True,False,False,none,none,author_approved,Domestic share of incremental corporate base.,False,OFFICIAL_V2_chi_dom_CHL___,v1.0.1-official-4c,v1.0.1-official-4c-anchors-20260709T110732Z-baseline-official-v2-author-approved,2026-07-09T11:07:42.599055+00:00,materialize_official_v2_author_signature.py,2026-07-08,ratificacion del autor registrada pre-resultados
baseline-official-v2,psi_shift,fiscal_channels,CHL,,,,calibrated_parameter,share,0.15,0.0,0.3,official_4c_country_specific,PAPER_APP_FISCAL_CONVERSION;PLAN_02_SEC_10_8,Ordinary shifting of incremental capital base; central conservative-moderate; zero only favorable labeled variant.,bounded_PERT,0_to_1,True,False,False,none,none,author_approved,Ordinary shifting of incremental capital base; central conservative-moderate; zero only favorable labeled variant.,False,OFFICIAL_V2_psi_shift_CHL___,v1.0.1-official-4c,v1.0.1-official-4c-anchors-20260709T110732Z-baseline-official-v2-author-approved,2026-07-09T11:07:42.599055+00:00,materialize_official_v2_author_signature.py,2026-07-08,ratificacion del autor registrada pre-resultados
baseline-official-v2,E_aug,fiscal_channels,COL,,,,calibrated_parameter,share,0.11,0.08,0.14,official_4c_country_specific,PLAN_01_02,No automation/augmentation split in snapshot; augmentation uses LAC productive-exposure fallback.,bounded_PERT,0_to_1,True,False,False,none,none,author_approved,No automation/augmentation split in snapshot; augmentation uses LAC productive-exposure fallback.,True,OFFICIAL_V2_E_aug_COL___,v1.0.1-official-4c,v1.0.1-official-4c-anchors-20260709T110732Z-baseline-official-v2-author-approved,2026-07-09T11:07:42.600055+00:00,materialize_official_v2_author_signature.py,2026-07-08,ratificacion del autor registrada pre-resultados
baseline-official-v2,RST,fiscal_channels,COL,,,,calibrated_parameter,index_0_to_1,0.6987951807228916,0.0,1.0,official_4c_country_specific,IMF_AIPI_DATA360;PLAN_01_SEC_14_6,"RST proxy uses AIPI human_capital_labor residualized on total AIPI over the international AIPI sample, then percentile-ranked.",bounded_PERT,0_to_1,True,False,False,none,none,author_approved,"RST proxy uses AIPI human_capital_labor residualized on total AIPI over the international AIPI sample, then percentile-ranked.",False,OFFICIAL_V2_RST_COL___,v1.0.1-official-4c,v1.0.1-official-4c-anchors-20260709T110732Z-baseline-official-v2-author-approved,2026-07-09T11:07:42.600055+00:00,materialize_official_v2_author_signature.py,2026-07-08,ratificacion del autor registrada pre-resultados
baseline-official-v2,mpc_W,fiscal_channels,COL,,,,calibrated_parameter,share,0.876845252130955,0.726845252130955,0.976845252130955,official_4c_country_specific,WDI;PAPER_APP_FISCAL_CONVERSION,Final-consumption/GDP share as transparent proxy for labor-income MPC.,bounded_PERT,0_to_1,True,False,False,none,none,author_approved,Final-consumption/GDP share as transparent proxy for labor-income MPC.,False,OFFICIAL_V2_mpc_W_COL___,v1.0.1-official-4c,v1.0.1-official-4c-anchors-20260709T110732Z-baseline-official-v2-author-approved,2026-07-09T11:07:42.600055+00:00,materialize_official_v2_author_signature.py,2026-07-08,ratificacion del autor registrada pre-resultados
baseline-official-v2,mpc_Pi,fiscal_channels,COL,,,,calibrated_parameter,share,0.4384226260654775,0.2884226260654775,0.5884226260654775,official_4c_country_specific,WDI;PAPER_APP_FISCAL_CONVERSION,Profit-income MPC proxy set below labor-income proxy.,bounded_PERT,0_to_1,True,False,False,none,none,author_approved,Profit-income MPC proxy set below labor-income proxy.,False,OFFICIAL_V2_mpc_Pi_COL___,v1.0.1-official-4c,v1.0.1-official-4c-anchors-20260709T110732Z-baseline-official-v2-author-approved,2026-07-09T11:07:42.600055+00:00,materialize_official_v2_author_signature.py,2026-07-08,ratificacion del autor registrada pre-resultados
baseline-official-v2,mpc_R,fiscal_channels,COL,,,,calibrated_parameter,share,0.6576339390982162,0.5076339390982162,0.8076339390982162,official_4c_country_specific,WDI;PAPER_APP_FISCAL_CONVERSION,Residual-income MPC proxy between labor and profit proxies.,bounded_PERT,0_to_1,True,False,False,none,none,author_approved,Residual-income MPC proxy between labor and profit proxies.,False,OFFICIAL_V2_mpc_R_COL___,v1.0.1-official-4c,v1.0.1-official-4c-anchors-20260709T110732Z-baseline-official-v2-author-approved,2026-07-09T11:07:42.600055+00:00,materialize_official_v2_author_signature.py,2026-07-08,ratificacion del autor registrada pre-resultados
baseline-official-v2,nu_A,adoption_translation,COL,,,,calibrated_parameter,coefficient,1.0,0.25,2.0,official_4c_country_specific,PLAN_02_SEC_7_3,Preparedness coefficient; inert in frozen baseline because mu is inverted to target.,bounded_PERT,declared,True,False,False,none,none,author_approved,Preparedness coefficient; inert in frozen baseline because mu is inverted to target.,False,OFFICIAL_V2_nu_A_COL___,v1.0.1-official-4c,v1.0.1-official-4c-anchors-20260709T110732Z-baseline-official-v2-author-approved,2026-07-09T11:07:42.600055+00:00,materialize_official_v2_author_signature.py,2026-07-08,ratificacion del autor registrada pre-resultados
baseline-official-v2,nu_I,adoption_translation,COL,,,,calibrated_parameter,coefficient,0.5,0.0,1.0,official_4c_country_specific,PLAN_02_SEC_7_3,Informality coefficient; inert in frozen baseline because mu is inverted to target.,bounded_PERT,declared,True,False,False,none,none,author_approved,Informality coefficient; inert in frozen baseline because mu is inverted to target.,False,OFFICIAL_V2_nu_I_COL___,v1.0.1-official-4c,v1.0.1-official-4c-anchors-20260709T110732Z-baseline-official-v2-author-approved,2026-07-09T11:07:42.600055+00:00,materialize_official_v2_author_signature.py,2026-07-08,ratificacion del autor registrada pre-resultados
baseline-official-v2,nu_G,adoption_translation,COL,,,,calibrated_parameter,coefficient,0.5,0.0,1.0,official_4c_country_specific,PLAN_02_SEC_7_3,Gap coefficient; inert in frozen baseline because mu is inverted to target.,bounded_PERT,declared,True,False,False,none,none,author_approved,Gap coefficient; inert in frozen baseline because mu is inverted to target.,False,OFFICIAL_V2_nu_G_COL___,v1.0.1-official-4c,v1.0.1-official-4c-anchors-20260709T110732Z-baseline-official-v2-author-approved,2026-07-09T11:07:42.600055+00:00,materialize_official_v2_author_signature.py,2026-07-08,ratificacion del autor registrada pre-resultados
baseline-official-v2,omega_I,adoption_translation,COL,,,,calibrated_parameter,coefficient,0.5,0.25,0.75,official_4c_country_specific,PLAN_02_SEC_7_3,Informality ceiling penalty; omega_I<1 is the paper economic restriction.,bounded_PERT,declared,True,False,False,none,none,author_approved,Informality ceiling penalty; omega_I<1 is the paper economic restriction.,False,OFFICIAL_V2_omega_I_COL___,v1.0.1-official-4c,v1.0.1-official-4c-anchors-20260709T110732Z-baseline-official-v2-author-approved,2026-07-09T11:07:42.600055+00:00,materialize_official_v2_author_signature.py,2026-07-08,ratificacion del autor registrada pre-resultados
baseline-official-v2,omega_G,adoption_translation,COL,,,,calibrated_parameter,coefficient,0.5,0.25,0.75,official_4c_country_specific,PLAN_02_SEC_7_3,"Digital-gap ceiling penalty, now based on excluded coverage+speed Gap.",bounded_PERT,declared,True,False,False,none,none,author_approved,"Digital-gap ceiling penalty, now based on excluded coverage+speed Gap.",False,OFFICIAL_V2_omega_G_COL___,v1.0.1-official-4c,v1.0.1-official-4c-anchors-20260709T110732Z-baseline-official-v2-author-approved,2026-07-09T11:07:42.600055+00:00,materialize_official_v2_author_signature.py,2026-07-08,ratificacion del autor registrada pre-resultados
baseline-official-v2,chi_Kbase,fiscal_channels,COL,,,,calibrated_parameter,share,0.7,0.55,0.85,official_4c_country_specific,AUTHOR_REVIEW_PENDING_NATIONAL_ACCOUNTS;PLAN_02_SEC_7_4_1,Share of non-labor surplus that is corporate taxable base; 1.0 only favorable variant.,bounded_PERT,0_to_1,True,False,False,none,none,author_approved,Share of non-labor surplus that is corporate taxable base; 1.0 only favorable variant.,False,OFFICIAL_V2_chi_Kbase_COL___,v1.0.1-official-4c,v1.0.1-official-4c-anchors-20260709T110732Z-baseline-official-v2-author-approved,2026-07-09T11:07:42.600055+00:00,materialize_official_v2_author_signature.py,2026-07-08,ratificacion del autor registrada pre-resultados
baseline-official-v2,chi_dom,fiscal_channels,COL,,,,calibrated_parameter,share,0.95,0.85,1.0,official_4c_country_specific,AUTHOR_REVIEW_PENDING_NATIONAL_ACCOUNTS;PLAN_02_SEC_7_4_1,Domestic share of incremental corporate base.,bounded_PERT,0_to_1,True,False,False,none,none,author_approved,Domestic share of incremental corporate base.,False,OFFICIAL_V2_chi_dom_COL___,v1.0.1-official-4c,v1.0.1-official-4c-anchors-20260709T110732Z-baseline-official-v2-author-approved,2026-07-09T11:07:42.600055+00:00,materialize_official_v2_author_signature.py,2026-07-08,ratificacion del autor registrada pre-resultados
baseline-official-v2,psi_shift,fiscal_channels,COL,,,,calibrated_parameter,share,0.15,0.0,0.3,official_4c_country_specific,PAPER_APP_FISCAL_CONVERSION;PLAN_02_SEC_10_8,Ordinary shifting of incremental capital base; central conservative-moderate; zero only favorable labeled variant.,bounded_PERT,0_to_1,True,False,False,none,none,author_approved,Ordinary shifting of incremental capital base; central conservative-moderate; zero only favorable labeled variant.,False,OFFICIAL_V2_psi_shift_COL___,v1.0.1-official-4c,v1.0.1-official-4c-anchors-20260709T110732Z-baseline-official-v2-author-approved,2026-07-09T11:07:42.600055+00:00,materialize_official_v2_author_signature.py,2026-07-08,ratificacion del autor registrada pre-resultados
baseline-official-v2,E_aug,fiscal_channels,MEX,,,,calibrated_parameter,share,0.11,0.08,0.14,official_4c_country_specific,PLAN_01_02,No automation/augmentation split in snapshot; augmentation uses LAC productive-exposure fallback.,bounded_PERT,0_to_1,True,False,False,none,none,author_approved,No automation/augmentation split in snapshot; augmentation uses LAC productive-exposure fallback.,True,OFFICIAL_V2_E_aug_MEX___,v1.0.1-official-4c,v1.0.1-official-4c-anchors-20260709T110732Z-baseline-official-v2-author-approved,2026-07-09T11:07:42.601023+00:00,materialize_official_v2_author_signature.py,2026-07-08,ratificacion del autor registrada pre-resultados
baseline-official-v2,RST,fiscal_channels,MEX,,,,calibrated_parameter,index_0_to_1,0.5963855421686747,0.0,1.0,official_4c_country_specific,IMF_AIPI_DATA360;PLAN_01_SEC_14_6,"RST proxy uses AIPI human_capital_labor residualized on total AIPI over the international AIPI sample, then percentile-ranked.",bounded_PERT,0_to_1,True,False,False,none,none,author_approved,"RST proxy uses AIPI human_capital_labor residualized on total AIPI over the international AIPI sample, then percentile-ranked.",False,OFFICIAL_V2_RST_MEX___,v1.0.1-official-4c,v1.0.1-official-4c-anchors-20260709T110732Z-baseline-official-v2-author-approved,2026-07-09T11:07:42.601023+00:00,materialize_official_v2_author_signature.py,2026-07-08,ratificacion del autor registrada pre-resultados
baseline-official-v2,mpc_W,fiscal_channels,MEX,,,,calibrated_parameter,share,0.823012138536076,0.673012138536076,0.923012138536076,official_4c_country_specific,WDI;PAPER_APP_FISCAL_CONVERSION,Final-consumption/GDP share as transparent proxy for labor-income MPC.,bounded_PERT,0_to_1,True,False,False,none,none,author_approved,Final-consumption/GDP share as transparent proxy for labor-income MPC.,False,OFFICIAL_V2_mpc_W_MEX___,v1.0.1-official-4c,v1.0.1-official-4c-anchors-20260709T110732Z-baseline-official-v2-author-approved,2026-07-09T11:07:42.601023+00:00,materialize_official_v2_author_signature.py,2026-07-08,ratificacion del autor registrada pre-resultados
baseline-official-v2,mpc_Pi,fiscal_channels,MEX,,,,calibrated_parameter,share,0.411506069268038,0.261506069268038,0.561506069268038,official_4c_country_specific,WDI;PAPER_APP_FISCAL_CONVERSION,Profit-income MPC proxy set below labor-income proxy.,bounded_PERT,0_to_1,True,False,False,none,none,author_approved,Profit-income MPC proxy set below labor-income proxy.,False,OFFICIAL_V2_mpc_Pi_MEX___,v1.0.1-official-4c,v1.0.1-official-4c-anchors-20260709T110732Z-baseline-official-v2-author-approved,2026-07-09T11:07:42.601023+00:00,materialize_official_v2_author_signature.py,2026-07-08,ratificacion del autor registrada pre-resultados
baseline-official-v2,mpc_R,fiscal_channels,MEX,,,,calibrated_parameter,share,0.617259103902057,0.46725910390205694,0.767259103902057,official_4c_country_specific,WDI;PAPER_APP_FISCAL_CONVERSION,Residual-income MPC proxy between labor and profit proxies.,bounded_PERT,0_to_1,True,False,False,none,none,author_approved,Residual-income MPC proxy between labor and profit proxies.,False,OFFICIAL_V2_mpc_R_MEX___,v1.0.1-official-4c,v1.0.1-official-4c-anchors-20260709T110732Z-baseline-official-v2-author-approved,2026-07-09T11:07:42.601023+00:00,materialize_official_v2_author_signature.py,2026-07-08,ratificacion del autor registrada pre-resultados
baseline-official-v2,nu_A,adoption_translation,MEX,,,,calibrated_parameter,coefficient,1.0,0.25,2.0,official_4c_country_specific,PLAN_02_SEC_7_3,Preparedness coefficient; inert in frozen baseline because mu is inverted to target.,bounded_PERT,declared,True,False,False,none,none,author_approved,Preparedness coefficient; inert in frozen baseline because mu is inverted to target.,False,OFFICIAL_V2_nu_A_MEX___,v1.0.1-official-4c,v1.0.1-official-4c-anchors-20260709T110732Z-baseline-official-v2-author-approved,2026-07-09T11:07:42.601023+00:00,materialize_official_v2_author_signature.py,2026-07-08,ratificacion del autor registrada pre-resultados
baseline-official-v2,nu_I,adoption_translation,MEX,,,,calibrated_parameter,coefficient,0.5,0.0,1.0,official_4c_country_specific,PLAN_02_SEC_7_3,Informality coefficient; inert in frozen baseline because mu is inverted to target.,bounded_PERT,declared,True,False,False,none,none,author_approved,Informality coefficient; inert in frozen baseline because mu is inverted to target.,False,OFFICIAL_V2_nu_I_MEX___,v1.0.1-official-4c,v1.0.1-official-4c-anchors-20260709T110732Z-baseline-official-v2-author-approved,2026-07-09T11:07:42.601023+00:00,materialize_official_v2_author_signature.py,2026-07-08,ratificacion del autor registrada pre-resultados
baseline-official-v2,nu_G,adoption_translation,MEX,,,,calibrated_parameter,coefficient,0.5,0.0,1.0,official_4c_country_specific,PLAN_02_SEC_7_3,Gap coefficient; inert in frozen baseline because mu is inverted to target.,bounded_PERT,declared,True,False,False,none,none,author_approved,Gap coefficient; inert in frozen baseline because mu is inverted to target.,False,OFFICIAL_V2_nu_G_MEX___,v1.0.1-official-4c,v1.0.1-official-4c-anchors-20260709T110732Z-baseline-official-v2-author-approved,2026-07-09T11:07:42.601023+00:00,materialize_official_v2_author_signature.py,2026-07-08,ratificacion del autor registrada pre-resultados
baseline-official-v2,omega_I,adoption_translation,MEX,,,,calibrated_parameter,coefficient,0.5,0.25,0.75,official_4c_country_specific,PLAN_02_SEC_7_3,Informality ceiling penalty; omega_I<1 is the paper economic restriction.,bounded_PERT,declared,True,False,False,none,none,author_approved,Informality ceiling penalty; omega_I<1 is the paper economic restriction.,False,OFFICIAL_V2_omega_I_MEX___,v1.0.1-official-4c,v1.0.1-official-4c-anchors-20260709T110732Z-baseline-official-v2-author-approved,2026-07-09T11:07:42.601023+00:00,materialize_official_v2_author_signature.py,2026-07-08,ratificacion del autor registrada pre-resultados
baseline-official-v2,omega_G,adoption_translation,MEX,,,,calibrated_parameter,coefficient,0.5,0.25,0.75,official_4c_country_specific,PLAN_02_SEC_7_3,"Digital-gap ceiling penalty, now based on excluded coverage+speed Gap.",bounded_PERT,declared,True,False,False,none,none,author_approved,"Digital-gap ceiling penalty, now based on excluded coverage+speed Gap.",False,OFFICIAL_V2_omega_G_MEX___,v1.0.1-official-4c,v1.0.1-official-4c-anchors-20260709T110732Z-baseline-official-v2-author-approved,2026-07-09T11:07:42.601023+00:00,materialize_official_v2_author_signature.py,2026-07-08,ratificacion del autor registrada pre-resultados
baseline-official-v2,chi_Kbase,fiscal_channels,MEX,,,,calibrated_parameter,share,0.7,0.55,0.85,official_4c_country_specific,AUTHOR_REVIEW_PENDING_NATIONAL_ACCOUNTS;PLAN_02_SEC_7_4_1,Share of non-labor surplus that is corporate taxable base; 1.0 only favorable variant.,bounded_PERT,0_to_1,True,False,False,none,none,author_approved,Share of non-labor surplus that is corporate taxable base; 1.0 only favorable variant.,False,OFFICIAL_V2_chi_Kbase_MEX___,v1.0.1-official-4c,v1.0.1-official-4c-anchors-20260709T110732Z-baseline-official-v2-author-approved,2026-07-09T11:07:42.601023+00:00,materialize_official_v2_author_signature.py,2026-07-08,ratificacion del autor registrada pre-resultados
baseline-official-v2,chi_dom,fiscal_channels,MEX,,,,calibrated_parameter,share,0.95,0.85,1.0,official_4c_country_specific,AUTHOR_REVIEW_PENDING_NATIONAL_ACCOUNTS;PLAN_02_SEC_7_4_1,Domestic share of incremental corporate base.,bounded_PERT,0_to_1,True,False,False,none,none,author_approved,Domestic share of incremental corporate base.,False,OFFICIAL_V2_chi_dom_MEX___,v1.0.1-official-4c,v1.0.1-official-4c-anchors-20260709T110732Z-baseline-official-v2-author-approved,2026-07-09T11:07:42.601023+00:00,materialize_official_v2_author_signature.py,2026-07-08,ratificacion del autor registrada pre-resultados
baseline-official-v2,psi_shift,fiscal_channels,MEX,,,,calibrated_parameter,share,0.15,0.0,0.3,official_4c_country_specific,PAPER_APP_FISCAL_CONVERSION;PLAN_02_SEC_10_8,Ordinary shifting of incremental capital base; central conservative-moderate; zero only favorable labeled variant.,bounded_PERT,0_to_1,True,False,False,none,none,author_approved,Ordinary shifting of incremental capital base; central conservative-moderate; zero only favorable labeled variant.,False,OFFICIAL_V2_psi_shift_MEX___,v1.0.1-official-4c,v1.0.1-official-4c-anchors-20260709T110732Z-baseline-official-v2-author-approved,2026-07-09T11:07:42.601023+00:00,materialize_official_v2_author_signature.py,2026-07-08,ratificacion del autor registrada pre-resultados
baseline-official-v2,E_prod_frontier,frontier_benchmark,,,,,calibrated_parameter,share_of_employment_high_income_augmentation_potential,0.134,0.11,0.2,literature_disciplined,Gmyrek_Berg_Bescond_2023_ILO_WP96;ILO_WP140_2025,ILO HIC augmentation potential anchor; upper tail supported by WP140 2025 refined index.,bounded_PERT,declared,True,False,False,measurement_lineage_consistency,Mismo linaje metodologico OIT que el ancla LAC de E_prod; consistencia de medicion en numerador y denominador de T.,author_approved,"Gmyrek, Berg & Bescond (2023), ILO Working Paper 96, Generative AI and jobs: potencial de aumento = 13.4% del empleo en paises de ingreso alto; cola superior justificada por ILO Working Paper 140 (2025). Re-anclado durante la ratificacion de autor PRE-oficial por regla de jerarquia (literatura > prior calibrado). Direccion del cambio: favorable a factibilidad; el rango conserva el prior anterior 0.17.",False,OFFICIAL_V2_E_prod_frontier_GLOBAL___,v1.0.1-official-4c,v1.0.1-official-4c-anchors-20260709T110732Z-baseline-official-v2-author-approved,2026-07-09T11:07:42.605057+00:00,materialize_official_v2_author_signature.py,2026-07-08,ratificacion del autor registrada pre-resultados
